station_number, date, time, air_temperature, quality
52230,1958-01-27,12:00:00,1.3,Y
149340,2011-01-23,04:00:00,-20.7,G
74460,2000-12-27,17:00:00,-2.8,Y
74300,2016-02-18,06:00:00,-2.5,G
84580,1981-03-08,18:00:00,2.6,G
72420,1984-04-29,19:00:00,8.6,Y
95020,1966-03-16,18:00:00,5.8,G
82490,1959-11-16,00:00:00,4.8,Y
97280,2004-12-26,00:00:00,0.3,G
172770,1996-11-12,03:00:00,-10.8,G
62260,2009-07-14,05:00:00,15.8,Y
149120,1993-03-11,09:00:00,-1.1,G
75250,2015-04-04,02:00:00,-3.2,G
158750,1976-05-24,18:00:00,17.8,G
126300,1985-04-26,06:00:00,-2.2,G
98040,2003-11-21,11:00:00,5.2,Y
81540,2001-09-28,12:00:00,12.5,G
107440,1971-12-22,18:00:00,0.8,G
171790,2013-01-18,14:00:00,-6.8,G
122330,1994-08-28,18:00:00,6.7,G
151380,1985-03-26,07:00:00,-1.8,Y
75380,1966-04-24,18:00:00,6.6,G
86370,1965-07-22,03:00:00,13.2,Y
85460,2014-10-18,05:00:00,2.1,G
88580,1974-08-16,06:00:00,16,G
116500,1969-12-11,12:00:00,2,G
97510,1993-03-02,11:00:00,-1.3,Y
75380,1982-04-28,18:00:00,4.6,G
94580,1985-08-23,09:00:00,11.2,G
161940,2014-08-17,15:00:00,16,G
149160,1965-06-08,18:00:00,20.8,G
71180,1972-09-03,12:00:00,18.4,G
147460,1989-05-10,12:00:00,1.3,G
133250,2007-04-23,18:00:00,5.9,G
66410,1969-08-01,08:00:00,24,Y
147100,1973-02-16,21:00:00,-15.6,G
72420,2015-11-21,12:00:00,-1.6,G
55570,2006-03-28,22:00:00,2.7,Y
161710,2002-10-10,04:00:00,4.3,Y
75040,1958-06-08,12:00:00,18,Y
147570,1977-12-28,00:00:00,-13.6,G
62180,1979-12-03,04:00:00,10.7,Y
97530,2002-01-31,15:00:00,-0.1,G
125440,1996-06-07,10:00:00,11,Y
97200,1954-06-20,18:00:00,21.8,Y
134110,2001-12-21,14:00:00,-12.1,Y
172770,2016-01-11,14:00:00,-15.3,G
183980,1982-09-23,00:00:00,3.2,G
74300,2009-01-17,23:00:00,-4.5,Y
96040,1998-06-01,20:00:00,7,Y
126290,2014-10-15,10:00:00,3.3,G
191910,2004-02-08,14:00:00,-19.4,Y
188820,2001-08-28,03:00:00,8.4,G
53530,2013-04-14,23:00:00,8.4,G
76420,2014-12-22,02:00:00,3.1,G
178970,2001-12-07,04:00:00,-5.6,Y
72420,1989-01-07,23:00:00,-0.8,Y
63220,2010-12-08,06:00:00,-3.4,G
114010,1989-10-05,06:00:00,2.4,G
155960,2009-03-31,13:00:00,-1.6,Y
133250,2007-01-02,17:00:00,0.9,Y
84050,2014-02-24,05:00:00,4.5,G
134590,1974-06-26,12:00:00,8.4,G
162860,1985-08-23,10:00:00,16.8,Y
86370,1959-02-27,05:00:00,5.2,Y
85270,2006-02-14,18:00:00,-4.4,G
127310,1980-12-19,06:00:00,-5.8,G
140480,2006-06-28,19:00:00,17.5,Y
169790,2013-02-25,09:00:00,-1,G
117160,1977-10-31,07:00:00,7.2,Y
64290,1990-05-17,06:00:00,9.3,G
112510,1974-11-04,06:00:00,-6.2,G
71470,1984-02-19,08:00:00,-7.6,Y
92130,2002-07-25,19:00:00,16.4,Y
63050,1956-10-16,06:00:00,-1.6,Y
83040,1999-03-03,14:00:00,0.6,Y
71500,2004-08-18,06:00:00,15.4,G
177930,2013-01-27,03:00:00,-14.2,G
128390,1999-04-27,20:00:00,9.7,Y
73660,1966-12-24,12:00:00,0.1,G
151550,1974-06-13,18:00:00,18.7,G
97510,1994-01-26,10:00:00,0.2,Y
96190,1998-12-08,10:00:00,-1.7,Y
62180,1973-03-16,04:00:00,1.6,Y
71470,1962-12-27,17:00:00,-5.8,Y
78280,2011-06-23,17:00:00,12.6,G
71470,1984-03-21,05:00:00,-6.2,Y
180940,2010-02-11,19:00:00,-20.1,Y
89230,2011-07-07,06:00:00,18.3,G
78280,2000-09-30,16:00:00,13.8,Y
85390,2011-03-30,07:00:00,-1.7,G
102390,2008-11-29,13:00:00,0.8,Y
160750,1998-05-27,22:00:00,4,Y
155960,2000-11-18,11:00:00,-2,Y
62190,1966-01-27,06:00:00,-4.3,G
74460,2011-09-24,03:00:00,8.4,G
123060,2015-02-12,14:00:00,-0.3,G
161910,2001-12-11,19:00:00,-8.9,Y
138390,2002-01-29,15:00:00,-9.3,G
84310,1969-10-04,11:00:00,12.4,Y
151290,1986-12-20,09:00:00,-19,G
132170,2009-12-11,09:00:00,0.8,G
78400,1999-02-02,05:00:00,2.8,Y
99090,1984-03-07,00:00:00,1.7,G
154720,1987-12-18,03:00:00,-8,G
144300,1981-09-23,15:00:00,8.7,G
163900,2005-01-30,04:00:00,-1.2,Y
183760,1964-08-12,03:00:00,8,Y
76160,1971-07-28,06:00:00,14.2,G
64400,1965-01-02,21:00:00,-1.8,Y
97400,2013-10-19,00:00:00,0.5,G
169860,2001-07-04,15:00:00,17.4,G
83420,2015-10-11,20:00:00,7.4,G
105260,1988-12-04,09:00:00,-5,G
93220,2012-03-01,03:00:00,1.9,G
66400,2006-02-08,07:00:00,-0.8,Y
147420,2007-04-14,09:00:00,8.1,G
63220,1971-07-14,18:00:00,13.2,G
137110,2001-05-28,12:00:00,9.4,G
180770,1999-09-08,00:00:00,8.6,G
62040,1996-09-27,23:00:00,12.7,Y
134110,1966-01-08,20:00:00,-12,Y
113110,1994-05-21,15:00:00,5.2,G
71430,1961-12-15,11:00:00,-4,Y
95500,1963-03-28,12:00:00,-0.1,G
114510,1979-04-02,12:00:00,0.3,G
82260,2007-12-01,10:00:00,5.3,Y
182910,1997-04-02,09:00:00,-1.1,G
97100,2003-06-12,16:00:00,19.5,Y
99450,1978-09-22,06:00:00,8,G
71470,1967-03-05,02:00:00,4.2,Y
137110,1981-03-01,06:00:00,-12.2,G
182810,1998-05-26,21:00:00,0.8,G
74460,1982-08-09,13:00:00,17,Y
117160,1963-02-14,17:00:00,-15.8,Y
158850,1983-06-02,06:00:00,8.2,G
96350,1974-08-21,22:00:00,13,Y
115220,1999-02-08,10:00:00,-18.1,Y
105230,1961-05-11,12:00:00,7.6,G
89240,1957-01-02,00:00:00,-1.4,Y
87440,1997-05-23,05:00:00,5.1,Y
52360,1996-05-22,16:00:00,9.3,Y
54990,2014-05-28,04:35:00,8.3,Y
72420,2009-05-29,08:00:00,15.7,Y
162860,1964-09-25,15:00:00,9.2,Y
98160,2013-11-11,21:00:00,4.7,G
180740,1986-04-29,15:00:00,2.8,G
113070,2007-07-20,11:00:00,11.6,Y
173900,1997-05-09,19:00:00,8.4,Y
85240,1997-03-03,16:00:00,6.4,Y
191720,2008-02-21,18:00:00,-2.3,G
98160,1994-10-14,14:00:00,13.1,Y
138390,2004-12-08,13:00:00,2,Y
74630,1966-05-04,18:00:00,10,G
53430,2004-11-08,06:00:00,-0.2,G
161920,2012-11-30,00:00:00,-7.2,G
148040,2006-02-10,17:00:00,-4.4,Y
166910,2000-02-18,17:00:00,-23.3,Y
95160,2001-03-13,18:00:00,2.3,G
133260,1995-07-10,20:00:00,8.3,Y
92410,1998-11-10,17:00:00,1.7,Y
91370,1995-07-25,06:00:00,13.6,G
95130,1998-05-12,16:00:00,15.6,Y
78290,2008-09-20,02:00:00,5.6,Y
107130,1999-12-22,18:00:00,1.6,G
76470,1967-07-04,03:00:00,14,Y
151280,2007-09-29,12:00:00,8.8,G
96230,1969-01-21,12:00:00,-2,G
160970,2011-05-15,06:00:00,6.2,G
53530,2012-02-28,12:00:00,8.4,G
62560,1972-11-21,12:00:00,6,G
127310,1989-03-18,11:00:00,1.4,Y
71190,2014-11-18,01:00:00,7.7,G
155790,1999-02-01,00:00:00,2.6,G
178970,2013-03-27,09:00:00,-11.7,G
53530,2006-07-14,18:00:00,20.3,G
86370,1979-02-22,07:00:00,-3.8,Y
102210,1992-03-27,12:00:00,4,G
103410,1979-06-12,21:00:00,13.3,G
82380,1976-10-25,06:00:00,5.8,G
97120,2014-05-12,06:00:00,7.4,G
180940,1969-02-08,14:00:00,-5,Y
128390,1995-03-02,03:00:00,-4.7,G
169860,2012-02-28,17:00:00,-2.1,G
99280,2012-02-08,00:00:00,-4.6,G
139260,2015-11-02,01:00:00,7.7,G
148050,1968-07-15,18:00:00,16.8,G
188810,1991-09-14,18:39:00,5.6,Y
65160,2010-02-09,19:00:00,-4,Y
74180,1977-11-25,00:00:00,2,G
93520,2010-07-13,04:00:00,19,Y
170930,2009-08-26,03:00:00,0.5,G
147460,1980-09-23,12:00:00,12.4,G
98160,2013-11-11,14:00:00,3,G
86370,1972-06-06,16:00:00,22.4,Y
84310,1977-09-12,19:00:00,8,Y
52350,1998-11-24,01:00:00,0.1,Y
53530,2006-02-10,00:00:00,0.7,G
106100,1989-05-23,03:00:00,7.9,G
161940,1967-01-20,15:00:00,-16.8,Y
97530,2001-06-17,22:00:00,11.2,Y
156730,1973-11-15,12:00:00,-8.2,G
78290,2015-04-11,17:00:00,11.1,G
154730,2016-04-01,17:00:00,-7.1,G
94390,2015-12-03,07:00:00,1,G
88570,1991-03-17,12:00:00,2.2,G
86340,2006-04-10,11:00:00,4.9,Y
116490,2004-10-09,06:00:00,0.6,G
54290,2001-08-09,21:00:00,14.1,G
181970,1998-12-25,18:00:00,-18.8,G
140360,1998-01-18,18:00:00,-3.8,G
86480,1979-04-17,05:00:00,-0.8,Y
138070,2005-12-04,18:00:00,-1.4,G
167990,2013-05-18,10:00:00,18.7,G
162860,1993-08-30,00:00:00,8.8,G
81010,1985-04-22,06:00:00,5,G
72080,1964-11-02,06:00:00,8.2,G
86420,2008-12-24,20:00:00,-2.2,Y
97510,2001-04-06,02:00:00,4.8,Y
83460,1993-01-18,18:00:00,3.4,G
65510,2000-08-06,22:00:00,15.3,Y
92410,2012-07-31,22:00:00,12.6,G
122260,2011-09-30,10:00:00,16,G
155790,2005-12-04,07:00:00,-6.8,Y
82360,2013-07-12,02:00:00,11.4,G
95490,1975-04-13,12:00:00,2.4,G
134110,1987-12-31,00:00:00,-8.6,G
72420,2012-03-11,22:00:00,5.1,G
83040,2005-12-11,18:00:00,7,G
102390,1999-08-30,11:00:00,16.7,Y
62260,2000-05-02,19:00:00,11,Y
97100,2015-09-29,23:00:00,9.9,G
62260,2006-02-02,19:00:00,-0.1,Y
86350,1975-11-30,12:00:00,4.1,G
140360,1982-08-12,03:00:00,11.2,G
180740,1980-06-24,15:00:00,17.7,Y
86370,1956-03-14,21:00:00,-2.6,Y
95490,1977-06-02,03:00:00,7.2,G
85180,2008-10-10,06:00:00,9.8,G
132110,2014-03-23,07:00:00,-5.3,G
127220,1976-11-30,06:00:00,-4,G
82360,1997-12-29,09:00:00,1.8,G
149560,2005-05-31,05:00:00,6.5,Y
63280,1984-10-09,06:00:00,11,G
66410,1964-08-08,18:00:00,15.4,G
160790,1957-05-12,06:00:00,5,Y
95490,1979-06-27,12:00:00,10.4,G
162860,1975-11-17,08:00:00,-0.1,Y
94190,2013-02-15,15:00:00,-0.7,G
83190,2002-01-14,12:00:00,1.8,G
117160,1961-07-28,15:00:00,16.8,Y
139340,1952-12-14,12:00:00,-8.2,Y
122430,2011-07-04,20:00:00,10.3,G
189720,2015-02-14,12:00:00,-10.6,G
97110,1959-02-14,18:00:00,-4.2,Y
113110,1995-07-26,17:00:00,16.4,Y
89230,2004-07-14,03:00:00,14.8,G
83340,1977-12-25,12:00:00,1.3,G
62410,1960-02-26,16:00:00,-0.4,Y
132030,2000-01-04,10:00:00,-3.1,Y
84520,2012-11-28,20:00:00,-1.2,G
166910,2007-06-03,02:00:00,2.4,Y
54290,2002-06-13,16:00:00,14.1,Y
117160,2005-12-14,04:00:00,-3,Y
97530,1986-07-08,00:00:00,12.8,G
156790,1987-08-27,03:00:00,2.6,G
97390,1970-05-25,21:00:00,13,Y
53300,1978-05-04,21:00:00,5.1,G
53430,2002-07-16,06:00:00,19.3,G
98460,1978-08-08,06:00:00,12.9,G
158850,1952-08-15,12:00:00,10.3,Y
97530,1997-03-19,19:00:00,-3.4,Y
73480,2010-09-04,15:00:00,12.6,G
151380,1979-12-14,12:00:00,-14,G
78280,2004-07-25,16:00:00,17.3,Y
54330,1991-03-15,06:00:00,5,G
97370,2015-08-19,23:00:00,8.3,G
147420,2001-02-03,02:00:00,-22.4,Y
179960,1998-02-21,22:00:00,-0.1,Y
148330,2011-09-16,08:00:00,11.7,G
102390,2001-08-03,09:00:00,14.6,G
126440,2003-06-27,12:00:00,21.1,G
140360,1998-04-24,06:00:00,2,G
87360,2005-12-23,02:00:00,1.7,Y
172770,2007-04-20,15:00:00,5.4,G
124020,2007-04-29,09:00:00,6.2,G
72420,1982-04-17,21:00:00,3.2,G
53440,1995-01-31,16:00:00,-1.3,Y
114400,1990-01-03,03:00:00,-9.8,G
117430,1996-12-13,09:00:00,-8.1,G
167990,2013-02-15,00:00:00,-6.2,G
105260,2012-03-21,06:00:00,7.6,G
145130,2007-02-10,10:00:00,-12.3,Y
148040,2014-12-06,19:00:00,-6.3,G
52510,1989-04-17,15:00:00,9.2,G
105220,2007-08-24,17:00:00,19.3,Y
85240,2003-06-19,13:00:00,18.5,Y
75140,1963-01-30,12:00:00,-5.2,G
183750,2010-03-23,11:00:00,-0.9,Y
147420,2001-11-19,19:00:00,-1.6,Y
127310,1996-03-27,00:00:00,-3.5,G
114410,2016-01-18,04:00:00,-5.7,G
161910,2008-10-29,22:00:00,-5.5,Y
74300,2012-09-27,04:00:00,9.5,G
112530,2010-02-09,18:00:00,-17.1,G
81540,2008-11-02,11:00:00,7.7,Y
133200,1967-11-01,18:00:00,-1.5,G
146350,2013-03-04,22:00:00,-6.8,G
117160,1970-07-22,12:00:00,12,G
103080,1998-01-02,18:00:00,1,G
87400,1961-01-17,18:00:00,-0.6,G
180940,2009-12-20,19:00:00,-15.2,Y
84310,1973-05-04,11:00:00,11.6,Y
127310,1967-04-04,21:00:00,0,Y
74530,1998-09-21,06:00:00,9.2,G
134410,2010-07-20,22:00:00,12.5,Y
81350,1986-10-10,08:00:00,11.5,Y
85460,2014-04-05,05:00:00,-2.5,G
159880,2000-07-16,16:00:00,14.2,Y
127310,2006-12-14,21:00:00,-0.6,G
95160,1978-12-27,06:00:00,-11.5,G
113100,1998-09-03,12:00:00,18.6,G
124320,1984-01-29,09:00:00,-10,G
123060,2004-11-16,02:00:00,-3.1,Y
128510,1962-11-24,18:00:00,-12,G
112080,1990-11-14,03:00:00,0.8,G
180940,2002-04-14,17:00:00,-1.9,Y
103410,1981-09-13,00:00:00,6.6,G
71190,1996-02-17,05:00:00,-0.6,Y
97200,1970-05-03,08:00:00,3,Y
150270,1983-10-12,06:00:00,-0.1,G
180760,2006-09-03,14:00:00,13.5,Y
89240,1955-08-07,00:00:00,16.2,Y
166910,2005-10-02,14:00:00,8.9,Y
72420,2015-06-25,18:00:00,11.4,G
117170,2002-06-04,06:00:00,14.5,G
73480,2001-03-02,17:00:00,-7.6,Y
151290,1990-02-25,03:00:00,-2.5,G
54290,2001-08-22,13:00:00,19.8,Y
97530,2007-05-17,00:00:00,1.2,G
88570,1986-10-09,06:00:00,2.8,G
108320,2000-03-25,22:00:00,0.1,Y
160970,2003-11-20,10:00:00,-8.8,Y
63590,2015-05-07,23:00:00,5.9,G
162860,2008-12-22,13:00:00,-6.4,Y
132180,1971-11-11,18:00:00,-2.8,G
96350,1991-12-27,21:00:00,-5.7,G
125450,1983-10-04,00:00:00,5.5,G
97100,2000-12-26,14:00:00,-8.7,Y
99330,1987-12-24,14:00:00,2.6,Y
72090,2009-07-16,18:00:00,18.4,G
157870,2009-01-17,01:00:00,-9.2,Y
75520,2011-10-07,01:00:00,6.9,G
62190,1976-09-22,06:00:00,9.4,G
163900,2013-04-01,16:00:00,-2.8,G
96350,1963-06-08,17:00:00,20.4,Y
98400,1976-07-10,12:00:00,21.8,G
83280,1964-09-20,06:00:00,8,G
149560,1999-03-08,12:00:00,-1.7,G
66410,1968-06-23,09:00:00,17.6,Y
54550,1995-07-29,00:00:00,10.6,G
63500,2000-01-23,06:00:00,-10.3,G
65160,1991-01-01,20:00:00,2.6,Y
92130,1996-06-19,20:00:00,10.7,Y
114010,1981-07-16,06:00:00,9.7,G
77210,2014-11-02,03:00:00,10.8,G
151550,1970-07-09,06:00:00,14.4,G
138390,2007-07-29,14:00:00,16.6,Y
145580,2001-04-24,02:00:00,-6.1,Y
147100,1966-12-06,12:00:00,-0.6,G
134110,1983-09-07,06:00:00,8.2,G
182910,1998-07-13,18:00:00,20.6,G
81050,2013-03-05,20:00:00,1.5,G
126290,1997-08-21,03:00:00,13,G
75520,2004-02-27,08:00:00,-1.3,Y
140200,1976-04-12,15:00:00,4.8,G
74480,1962-05-15,12:00:00,15.6,G
162980,2009-06-21,06:00:00,12.5,G
163900,2008-03-30,23:00:00,1,Y
62250,1999-12-11,09:00:00,3.1,G
133180,1998-12-23,01:00:00,-18.4,Y
97260,1953-11-28,15:00:00,6.8,Y
85040,1987-04-05,21:00:00,-0.9,G
82360,2000-05-28,06:00:00,11.1,G
144300,1994-11-09,06:00:00,-6.3,G
178860,2002-04-14,12:00:00,-1.9,G
107400,1966-07-23,06:00:00,18.6,G
85240,2012-03-05,03:00:00,-4.5,G
172770,2007-01-03,23:00:00,-6.4,Y
139120,2007-04-12,05:00:00,2.2,Y
105220,2000-07-18,10:00:00,13.6,Y
97100,2013-09-19,05:00:00,6.7,G
191720,2001-12-25,01:00:00,-17.9,Y
147100,1974-01-23,15:00:00,-10.6,G
54330,1966-09-19,12:00:00,15,G
83420,2006-04-20,10:00:00,5.2,Y
114140,2003-05-29,05:00:00,5.1,Y
85240,1986-07-29,23:00:00,19.6,Y
97530,1988-04-14,21:00:00,2.2,G
85240,1971-03-08,02:00:00,0.2,Y
189760,1991-08-13,12:00:00,11.2,G
87150,1982-05-20,03:00:00,5.4,G
96040,2002-04-07,06:00:00,0.4,G
78630,1960-12-10,06:00:00,1.8,Y
71190,1998-01-26,17:00:00,1.7,Y
97100,2014-02-11,01:00:00,-0.2,G
75240,1980-07-12,18:00:00,14.8,G
140480,1968-03-25,13:00:00,4,Y
169880,1988-03-21,00:00:00,-0.3,G
105070,2015-03-27,00:00:00,0.7,G
86370,1970-10-13,05:00:00,7.4,Y
192830,1973-02-16,12:00:00,-12.6,G
123060,2003-08-19,00:00:00,8.6,G
127240,1974-10-20,12:00:00,2.2,G
192830,2003-03-01,15:00:00,-5.4,G
127310,2001-11-21,00:00:00,-2.2,G
53200,1981-11-06,09:00:00,4.1,G
54550,1988-09-08,16:00:00,19,Y
138240,2014-04-30,22:00:00,-0.7,G
158850,1953-08-06,21:00:00,9.4,G
83040,1999-09-26,21:00:00,12.7,G
134110,2009-12-03,21:00:00,-4.9,G
95030,1980-01-05,15:00:00,-1.4,G
82490,1957-01-06,18:00:00,1.4,Y
68550,1965-08-24,12:00:00,18.9,G
54330,1983-11-13,06:00:00,-1.1,G
83190,2012-02-07,10:00:00,-7.8,G
93220,1963-11-19,16:00:00,3,Y
183760,1973-10-29,21:00:00,-9.5,G
99450,2005-12-19,16:00:00,-3.5,Y
52230,2001-03-01,03:00:00,-0.1,G
99450,1993-08-09,21:00:00,15.5,G
84520,1996-01-18,15:00:00,-2.3,G
98040,1963-12-14,08:00:00,1.2,Y
140460,2016-03-01,14:00:00,-0.8,G
54230,1975-04-09,21:00:00,4,G
76000,1988-11-30,12:00:00,-5.4,G
52230,1990-09-10,00:00:00,14.2,G
147090,1996-09-08,10:00:00,9.8,Y
160970,2010-10-06,09:00:00,9.2,G
145260,1978-12-31,21:00:00,-30,G
105370,1976-05-17,18:00:00,19.6,G
97270,1982-09-01,06:00:00,12.2,G
71190,1999-10-22,19:00:00,7.3,Y
113070,1999-06-22,12:00:00,9.9,G
71380,2015-03-06,17:00:00,3.8,G
63050,1981-12-22,20:00:00,-2.5,Y
127230,2014-05-04,06:31:00,3.7,Y
178860,2006-10-29,23:00:00,-2.1,Y
182930,2011-06-15,18:00:00,16.3,G
144160,1967-01-21,18:00:00,-22,G
94050,1985-02-07,12:00:00,-15,G
55570,2013-01-11,22:00:00,-0.8,G
123480,1992-04-12,00:00:00,-1.6,G
172790,1982-01-06,21:00:00,-26.4,G
66110,2000-08-14,01:00:00,14.9,Y
163920,1994-01-12,00:00:00,-13.4,G
82260,1960-03-10,15:00:00,3.6,G
71430,1965-03-24,03:00:00,-1,Y
145580,2014-07-24,09:00:00,22.5,G
182810,2006-11-11,16:00:00,-6.6,Y
85520,1972-07-28,18:00:00,19.8,G
117160,1977-05-30,04:00:00,3.2,Y
116490,2001-08-02,02:00:00,6.3,Y
86370,1983-06-25,23:00:00,10.9,Y
76470,1977-09-22,21:00:00,9.9,G
72090,2013-11-01,21:00:00,6.9,G
117430,2009-05-23,09:00:00,13.3,G
107440,2015-04-11,03:00:00,3.4,G
78400,1949-08-08,06:00:00,16.3,Y
155960,1987-11-21,02:00:00,-6,Y
136090,1969-12-28,12:00:00,3.1,G
106160,2004-10-28,09:00:00,0.9,G
72420,1988-04-02,08:00:00,3.8,Y
183760,1997-08-13,12:00:00,14.5,G
82260,1964-06-13,22:00:00,16.4,Y
189720,2001-05-27,20:00:00,-0.6,Y
62250,2009-05-24,09:00:00,12.6,G
65160,1995-07-02,12:00:00,18.2,G
93220,1969-05-23,08:00:00,14,Y
83190,2009-08-11,12:00:00,17.1,G
87150,1986-08-11,03:00:00,13.5,G
97280,2014-09-27,01:00:00,11.2,G
159970,1953-05-05,18:00:00,4,Y
151550,1975-02-01,18:00:00,-2,G
84310,1968-12-30,12:00:00,-3.7,G
158740,2006-10-28,21:00:00,-12,G
161790,1978-01-06,18:00:00,-3.4,G
98210,1990-12-09,21:00:00,-0.5,G
105070,2009-10-05,08:00:00,5.6,Y
105370,1976-10-20,12:00:00,5,G
133500,2001-06-08,07:00:00,4.1,Y
157870,2010-04-09,16:00:00,2.8,Y
148040,2006-02-25,21:00:00,-7.9,G
126290,2014-12-20,02:00:00,-13.7,G
83650,1965-06-10,06:00:00,13.4,G
62250,2008-02-19,15:00:00,4.7,G
125440,2014-05-03,11:00:00,0.9,G
71380,2008-01-07,12:00:00,3.6,G
127310,1988-01-01,13:00:00,1.4,Y
161780,1975-03-19,18:00:00,-1.6,G
127130,2009-01-10,23:00:00,1.7,Y
162790,1996-05-31,11:00:00,5,Y
103100,2009-06-23,21:00:00,12.1,G
140500,1976-07-20,06:00:00,18,G
155960,2015-03-27,20:00:00,-6.9,G
68560,2012-02-09,12:00:00,-4.1,G
151380,1971-01-29,09:00:00,-29,Y
83040,2007-06-12,09:00:00,23.3,G
107400,1988-09-06,08:00:00,15.7,Y
114410,2002-12-07,06:00:00,-7.1,G
180940,1978-02-03,02:00:00,-15.4,Y
136410,2008-12-30,13:00:00,-1.2,Y
128390,2009-09-25,03:00:00,6.4,G
105370,1987-09-21,12:00:00,11.1,G
103100,2000-09-13,08:00:00,10.9,Y
188820,1988-04-10,15:00:00,-12.3,G
84310,2008-07-31,02:00:00,17,Y
97200,1978-12-11,18:00:00,-2.5,G
96350,1991-11-03,17:00:00,7.6,Y
98490,2006-02-10,18:00:00,-6.2,G
84310,1993-08-10,08:00:00,14.3,Y
188790,1994-04-09,09:00:00,1.7,G
106160,1999-05-28,17:00:00,16.9,Y
65160,2011-02-17,00:00:00,-2.6,G
53370,1954-11-14,18:00:00,6.8,Y
160960,1971-07-18,12:00:00,15.2,G
98400,1964-04-25,12:00:00,6.8,G
132590,2004-07-02,06:00:00,14.6,G
71430,1966-12-04,20:00:00,4,Y
108170,1989-10-18,06:00:00,7.3,G
64560,1991-04-28,21:00:00,3.9,G
74180,2004-05-05,18:00:00,19.6,G
65090,2014-11-11,20:00:00,9.2,G
145340,1951-09-10,00:00:00,4.1,G
87140,2001-06-27,10:00:00,20.9,Y
113070,2014-06-07,11:00:00,12.5,G
94190,2012-01-08,23:00:00,-7.5,G
145260,1984-04-10,12:00:00,9.8,Y
64600,1959-06-15,12:00:00,16.4,G
132030,2011-07-30,06:00:00,8.3,G
147420,2007-10-08,01:00:00,1.2,Y
87440,2000-11-20,04:00:00,8,Y
155970,2016-02-06,08:00:00,-4.7,G
140200,1965-11-04,15:00:00,4,Y
77220,1981-10-12,15:00:00,9.9,G
78550,2013-03-24,07:00:00,-0.5,G
71430,1961-05-19,03:00:00,11,Y
86330,1997-03-22,18:00:00,-4,G
117160,2007-11-25,14:00:00,0.2,Y
94190,2014-06-12,13:00:00,20.4,G
78400,1978-08-26,18:00:00,12,G
66110,2000-02-28,20:00:00,3.8,Y
95130,2005-10-30,12:00:00,10.6,G
183760,1987-07-31,21:00:00,10.2,G
162860,2009-04-27,00:00:00,4.7,G
71430,1974-04-28,15:00:00,15,G
135460,2006-12-28,03:00:00,2.2,G
53300,1979-03-16,17:00:00,-1.3,Y
107440,1999-02-24,08:00:00,-1.7,Y
134110,1957-04-03,00:00:00,2,Y
112540,2012-05-15,09:00:00,2.3,G
94390,2001-01-06,03:00:00,2.2,G
85220,1968-01-11,06:00:00,-13.2,G
105230,1995-04-07,12:00:00,0.8,G
166810,1987-10-27,06:00:00,-1.5,G
103410,1965-02-10,00:00:00,-10.7,G
180760,2000-07-27,07:00:00,18.4,Y
97200,1983-02-12,10:00:00,-6.7,Y
106570,2002-01-01,11:00:00,-7.7,Y
134110,1967-07-19,19:00:00,18.6,Y
188810,1988-09-24,13:00:00,9.4,Y
81010,1967-08-26,12:00:00,21,G
107140,2011-10-01,04:00:00,5.6,G
113070,2001-01-12,05:00:00,-4.2,Y
65510,2000-03-16,15:00:00,3,G
72420,1990-09-01,05:00:00,12.5,Y
117430,1997-03-10,04:00:00,5,Y
89240,1994-04-22,21:00:00,6.2,G
147570,1995-10-19,21:00:00,2.5,G
107440,2009-11-22,20:00:00,7.7,Y
182910,2013-08-05,20:00:00,14.1,G
87440,1998-03-03,14:00:00,-1.2,Y
66410,1977-07-05,07:00:00,16.4,Y
78400,1967-12-27,17:00:00,-3,Y
189720,1998-05-06,00:00:00,-1.9,G
95320,1984-09-08,15:00:00,17.3,G
105370,1993-12-02,06:00:00,-1.9,G
157930,1971-06-01,06:00:00,11.1,G
127130,2014-06-13,06:00:00,13.5,G
125440,2012-07-25,15:00:00,20.3,G
65510,2001-08-15,16:00:00,25.4,Y
133500,2013-08-23,09:00:00,10.2,G
126290,1997-12-30,23:00:00,-7.6,Y
83340,1974-11-24,06:00:00,0.6,G
160970,2006-12-01,23:00:00,-1.2,Y
74460,1968-08-26,15:00:00,21,Y
106580,1992-04-08,18:00:00,0.5,G
162860,1991-03-11,16:00:00,-0.2,Y
97260,1956-11-18,20:00:00,-5.2,Y
79580,1963-08-22,06:00:00,15.1,G
99090,1999-05-07,03:00:00,6.4,G
150270,1979-02-24,12:00:00,-1,G
172790,1979-03-24,15:00:00,-2.2,G
86480,1969-01-06,23:00:00,-4.4,Y
97530,1978-03-19,21:00:00,-15.7,G
86470,1990-08-03,06:00:00,18.2,G
163920,1980-01-30,09:00:00,-30.5,G
97110,1975-11-02,00:00:00,6.9,G
74460,1980-11-09,10:00:00,0.3,Y
166910,2003-08-09,07:00:00,10.4,Y
151290,1994-04-23,18:00:00,4.6,G
95170,1995-10-17,06:00:00,12.9,G
191910,2011-03-01,23:00:00,-0.9,G
73250,1969-03-13,06:00:00,-17.7,G
98210,1975-10-09,15:00:00,4.7,G
133470,1972-06-21,06:00:00,7,G
74180,1961-07-01,06:00:00,13.4,G
71470,2002-11-07,05:00:00,4.4,Y
65160,1968-10-20,13:00:00,10.2,Y
53300,1985-02-21,11:00:00,-3.3,Y
74180,1966-09-16,13:00:00,15.2,Y
