AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
8.4907,1012.1,93.196,3.6062,25.083,1086.3,550.04,135.48,11.8,1.104,63.928
8.5395,1012.2,94.012,3.6167,25.072,1086.1,549.93,135.2,11.859,1.3191,65.015
8.4072,1012.3,93.129,3.6126,25.132,1086.3,549.82,135.52,11.87,1.4065,63.596
9.1875,1012.2,95.837,3.6327,25.184,1086.4,549.74,135.12,11.881,1.121,62.973
12.141,1012.3,97.003,3.7774,25.607,1088.3,550.05,134.92,11.997,1.2866,61.49
14.638,1012.5,90.896,3.7674,25.717,1088.8,550.06,134.96,12.062,0.96778,62.439
16.469,1012.6,87.318,3.8207,25.806,1089.2,550.05,134.24,12.072,1.1558,64.458
18.263,1012.5,78.217,3.8466,26.033,1090.2,550.06,134.4,12.04,1.3896,65.876
19.59,1012.1,72.28,3.8753,26.052,1090.4,550.1,133.96,12.017,1.7711,67.867
20.434,1011.6,67.749,3.9133,26.166,1091.2,550.11,134.53,12.207,1.9943,70.274
20.581,1011.1,68.31,3.8822,26.401,1092.4,550.13,135.45,12.206,1.3961,67.756
20.622,1010.8,70.14,3.8687,26.158,1090.7,550.12,134.03,12.142,1.5353,65.316
20.428,1010.7,72.76,3.8773,26.166,1091.3,550.09,134.71,12.063,1.5069,65.33
19.474,1010.9,79.371,3.8324,26.139,1091,550.07,134.93,12.058,1.5313,63.334
18.584,1011,82.822,3.8013,25.979,1090.2,550.08,134.75,12.012,1.333,61.584
17.721,1011.6,85.109,3.8055,25.955,1090.4,550.1,135.41,12.05,1.123,60.906
17.092,1012.1,85.24,3.7543,25.89,1089.9,550.11,135.18,12.116,1.0461,61.981
16.577,1012.1,81.479,3.6972,25.552,1089,550.05,134.51,12.085,0.48193,61.447
16.544,1012,79.982,3.7088,25.723,1089.5,550.04,134.89,12.098,0.55001,62.943
15.94,1011.9,81.776,3.6901,25.569,1087.9,550.01,133.84,12.045,1.3466,61.127
15.405,1011.7,81.67,3.6863,25.733,1088.9,550.03,134.75,12.046,1.2574,61.03
14.55,1011.6,83.738,3.673,25.542,1088,550.04,134.8,12.033,1.2917,60.3
13.791,1011.5,87.958,3.6722,25.352,1086.8,550.06,133.77,11.846,1.3978,59.569
13.192,1011.3,88.39,3.6701,25.371,1086.9,550.07,134.29,11.988,1.1729,59.508
12.731,1011.4,91.865,3.66,25.355,1087,549.81,134.32,11.972,1.1682,59.179
12.943,1011.5,92.86,3.735,25.446,1087.4,549.98,134.55,11.902,1.4088,61.313
12.979,1011.6,93.217,3.6693,25.31,1086.8,550.13,133.95,11.865,1.3135,59.356
13.668,1011.5,94.628,3.7706,25.627,1088.4,550.07,135,11.945,1.4473,60.166
15.167,1011.7,95.133,3.8339,25.863,1089.5,549.98,135.12,11.989,1.2403,61.325
16.539,1012.1,91.033,3.8307,25.851,1089.5,549.89,134.72,12.023,1.1491,61.183
17.337,1012,85.518,3.7819,25.741,1088.8,550.04,134.08,12.002,1.1885,61.498
17.607,1011.9,83.603,3.7705,25.842,1089.4,550.06,134.48,12.121,1.5711,62.499
17.425,1011.9,83.244,3.7234,25.503,1087.6,550.07,132.97,12.034,1.9585,61.83
17.769,1011.7,80.316,3.7466,25.528,1087.6,550.07,132.82,12.028,2.1428,62.403
18.17,1011.6,74.479,3.7474,25.869,1089.3,549.92,134.02,11.974,1.3518,62.594
18.163,1011.4,69.128,3.7169,25.769,1088.7,549.97,133.25,12.071,1.2259,62.941
18.663,1011.3,61.834,3.7914,25.98,1089.9,550.05,133.72,12.028,0.9243,65.185
18.878,1011.4,61.534,3.7645,25.887,1089.5,550.16,133.35,11.988,1.3052,65.888
19.027,1011.6,67.989,3.7314,25.714,1088.6,550.25,132.87,12.075,0.93483,62.259
19.267,1011.9,64.032,3.7921,26.034,1090.2,550.33,133.79,12.104,0.9508,66.553
19.377,1011.9,58.871,3.8053,25.986,1090.5,550.42,133.76,12.202,1.2081,66.658
19.173,1011.9,56.99,3.7368,25.65,1088.7,550.51,132.52,12.019,1.0386,64.799
19.002,1012,57.646,3.7353,25.756,1088.9,550.6,132.93,12.076,1.1479,64.679
18.456,1012.1,59.656,3.7272,25.786,1089.1,550.25,133.29,12.052,1.1714,63.412
18.106,1012.3,59.092,3.7283,25.757,1089.3,550.02,133.43,12.074,1.2156,64.425
17.846,1012.3,60.87,3.7444,25.659,1089.1,550.01,133.46,11.981,1.3938,64.256
16.019,1014.1,79.877,3.7242,25.794,1090.2,549.89,135,12.015,1.2013,63.563
17.032,1014.1,78.558,3.7544,25.824,1090.5,549.88,134.82,12.15,1.2034,64.24
17.752,1014,74.974,3.776,25.749,1090,549.87,134.1,12.102,1.1411,64.924
18.178,1013.7,75.05,3.7908,25.803,1090.2,549.86,134.03,12.136,1.4408,64.336
18.612,1013.3,73.92,3.84,26.004,1091.3,549.89,134.76,12.118,1.5719,65.43
18.563,1013.1,74.174,3.7471,25.282,1087.4,549.9,131.9,11.96,1.644,60.998
18.259,1012.8,72.613,3.7902,25.691,1089.6,549.86,133.68,12.131,1.327,62.836
17.876,1012.7,74.653,3.7923,25.912,1090.6,549.86,134.66,12.018,0.7678,62.419
16.949,1012.6,76.748,3.7633,25.935,1090.8,549.88,135.39,12.015,0.98648,62.724
15.728,1012.6,80.449,3.6959,25.508,1088.8,549.9,134.32,11.933,1.269,60.634
14.463,1013,85.439,3.6436,25.251,1087.6,549.92,133.97,11.942,1.1849,59.335
13.754,1013.3,87.913,3.6343,25.274,1087.8,549.94,134.41,11.902,1.0831,59.181
13.276,1013.7,90.586,3.6541,25.17,1087.4,549.97,134.33,12.032,1.2777,59.178
12.84,1014,90.507,3.6246,25.169,1087.2,549.99,134.02,11.978,1.0202,56.941
12.497,1013.4,92.129,3.5955,24.757,1085.1,550.01,132.56,11.89,1.3132,59.171
12.375,1012.3,92.371,3.6418,24.994,1085.9,550.09,133.25,11.942,1.2876,60.477
12.487,1012.3,89.683,3.6392,25.133,1087.1,550.2,134.11,11.996,0.80565,60.918
12.386,1012.2,90.085,3.612,24.892,1086,550.3,133.39,11.912,1.0453,60.508
12.317,1012.6,90.859,3.6877,25.129,1087.1,550.2,134.21,12,1.3187,60.881
11.837,1012.7,94.11,3.6355,24.798,1085.6,549.96,133.22,11.921,1.3317,60.105
11.387,1010.8,97.017,3.6173,25.051,1086.3,549.82,134.09,11.827,1.207,60.436
11.448,1011.3,96.198,3.438,22.854,1073.4,549.62,124.63,11.241,1.8373,60.097
11.998,1012.3,93.024,3.645,24.857,1084.4,550.31,132.47,11.724,0.97456,60.946
12.516,1012.4,90.6,3.7095,25.363,1087.5,550.27,134.73,11.882,0.8926,60.658
12.835,1012.5,90.173,3.6842,25.277,1087.4,550.2,134.57,11.912,1.1482,58.984
13.14,1012.7,89.935,3.6713,25.039,1086.5,550.13,133.71,11.967,1.2103,60.833
13.817,1012.8,84.943,3.6712,25.236,1087.7,550.11,134.18,12.038,1.0206,64.26
14.895,1013,74.162,3.7332,25.569,1089,550.11,134.72,12.119,0.8579,64.137
15.973,1013,60.314,3.6982,25.324,1087.5,550.07,133.14,12.054,0.87356,65.81
16.927,1012.8,56.229,3.7498,25.654,1089,550.04,133.93,12.055,1.1931,68.653
17.573,1012.8,54.714,3.7869,25.965,1090.6,550,135.14,12.147,1.3218,69.078
17.366,1012.8,41.974,3.7537,25.691,1089.4,549.96,134.21,12.121,1.2407,67.424
16.669,1012.7,25.987,3.7225,25.613,1089.4,549.92,134.17,12.105,1.3136,69.814
15.898,1012.8,31.931,3.7013,25.521,1088.7,549.88,133.9,11.958,1.2912,67.231
15.144,1013.3,52.304,3.7074,25.576,1088.4,549.84,134.44,11.932,1.2374,63.081
14.482,1013.9,63.197,3.6586,25.249,1087,549.86,133.43,11.89,1.4169,61.514
13.464,1014.3,73.358,3.5933,25.05,1085.9,549.95,133.05,11.809,1.4696,60.623
12.563,1014.7,78.662,3.5581,24.861,1085.2,550.05,132.98,11.852,1.1703,59.738
11.816,1015.1,78.995,3.5315,24.702,1084.3,550.06,132.31,11.869,1.1108,59.209
11.893,1015.1,82.803,3.5728,25.023,1085.9,549.84,133.44,11.925,1.6664,58.992
11.941,1014.9,84.545,3.5894,25.009,1086,549.91,133.66,11.926,1.2662,61.548
11.847,1014.7,84.701,3.5945,25.007,1085.9,549.98,133.6,11.921,1.4137,60.376
11.808,1014.6,85.61,3.5617,25.114,1086.5,549.87,134.04,11.958,1.3419,58.717
11.803,1014.8,85.467,3.5498,25.074,1086.4,549.99,133.89,11.953,1.2574,58.127
11.703,1015.2,86.633,3.6188,25.113,1087,550.02,134.33,11.93,1.2547,60.219
11.575,1015.5,85.219,3.588,25.365,1087.8,550.04,135.02,11.885,1.3511,61.475
11.686,1015.7,84.999,3.579,25.301,1087.3,550.33,134.75,11.902,1.2168,62.513
12.58,1015.8,81.994,3.6431,25.324,1087.5,550.47,134.61,11.983,1.171,62.729
13.725,1015.9,71.925,3.6503,25.524,1088.5,550.4,134.78,11.916,1.0883,63.762
15.276,1016,70.555,3.7168,25.447,1087.9,550.33,133.71,11.925,0.78404,61.659
16.458,1016.1,69.291,3.8009,25.705,1089.4,550.26,134.8,12.036,0.78143,64.076
16.74,1016.2,70.129,3.8279,25.881,1090.4,550.18,135.38,12.154,1.4171,65.158
16.986,1016.2,71.316,3.7731,25.33,1087.5,550.11,132.91,12.002,0.46187,58.287
17.233,1015.8,72.666,3.8235,25.716,1089.5,550.03,134.54,12.093,0.70833,60.557
17.502,1015.2,74.084,3.8176,25.687,1089.1,549.98,133.89,11.988,0.81353,59.59
18.047,1014.7,70.303,3.8252,25.884,1090.1,550.01,134.48,12.019,1.2281,61.099
18.611,1014.8,67.521,3.8431,25.969,1090.7,550.04,134.93,12.032,1.4,61.861
18.206,1014.7,68.267,3.7829,25.642,1088.8,550.09,133.68,11.974,1.3732,59.838
17.191,1014.6,71.861,3.7146,25.677,1088.8,549.98,134.02,11.958,1.5158,60.722
16.06,1014.8,76.48,3.7248,25.809,1089.7,550.03,135.05,11.976,1.6399,61.352
14.981,1015.2,80.494,3.6965,25.528,1088.1,550.09,134.19,11.944,1.4146,58.177
13.551,1015,83.055,3.5961,25.029,1085.4,550.03,132.83,11.908,1.6276,59.664
12.106,1014.9,87.655,3.6121,24.971,1085.3,550.04,133.09,11.819,1.3467,58.254
10.743,1014.6,89.11,3.5526,24.586,1083.3,550.38,132.15,11.823,2.1191,59.053
9.8396,1014.2,92.728,3.5581,24.295,1081.9,550.13,131.15,11.751,1.4251,60.25
9.313,1013.8,93.678,3.6782,25.198,1086.7,549.95,135.31,11.921,1.2627,60.591
8.8673,1013.4,95.452,3.6864,25.164,1086.5,549.95,135.26,11.885,1.3238,60.341
8.6452,1013,96.347,3.6875,25.031,1085.8,550.03,134.77,11.807,1.0845,60.274
8.4184,1012.8,95.844,3.6906,25.174,1086.4,550.08,135.53,11.787,0.81538,60.596
8.3491,1012.8,96.452,3.707,25.364,1087.5,550.06,136.47,11.974,0.91087,60.936
8.332,1012.9,96.856,3.7499,25.226,1086.9,549.81,135.81,11.872,1.4763,62.664
9.8628,1012.9,99.151,3.7689,25.452,1087.8,549.55,135.69,11.92,1.2753,60.705
15.031,1012.9,90.575,5.0443,34.768,1100.1,526.63,157.65,14.019,1.5003,73.604
16.436,1012.8,84.183,4.9883,34.425,1100.1,527.13,156.36,14.014,1.6708,77.165
17.715,1012.4,76.94,4.9766,34.196,1100.4,527.7,155.33,14.009,1.944,79.877
18.929,1012,67.918,4.9834,34.13,1100,527.93,154.86,14.005,1.0109,76.131
19.817,1011.4,64.109,4.971,34.004,1100,528.46,154.32,14,1.1824,81.978
20,1010.7,65.57,4.8997,33.948,1099.9,528.74,154.13,13.964,1.2661,78.058
19.16,1010,74.242,3.8768,26.525,1090.9,548.02,136.62,12.22,1.2211,63.638
18.516,1009.4,80.57,3.8037,25.911,1090.3,550.02,135.19,12.037,1.2661,61.358
17.598,1009.1,86.211,3.7775,25.701,1088.9,550.05,134.4,12,1.2392,59.063
16.789,1008.9,88.404,3.7998,25.711,1088.8,550.01,134.59,11.991,1.1939,60.385
16.236,1009.1,87.689,3.7277,25.664,1088.6,549.88,134.47,11.935,1.1825,59.992
15.257,1009.4,85.22,3.7146,25.356,1087.4,549.94,134.07,12.015,1.1838,58.989
13.939,1009.3,85.639,3.673,25.215,1086.6,550.01,133.82,11.966,1.1631,59.555
12.353,1009.2,87.522,3.6462,25.182,1086.5,550.04,134.47,11.912,1.3283,60.703
11.404,1009,90.757,2.8506,18.916,1036.8,541.4,104.39,10.161,8.3666,79.926
10.878,1008.5,91.964,2.863,18.847,1034.6,540.33,103.9,10.102,10.635,88.368
10.276,1008.3,91.959,2.8805,18.871,1031.5,538.02,103.57,10.117,11.949,94.866
9.798,1008.1,93.223,2.8981,18.861,1032.4,538.73,103.76,10.172,9.8616,93.755
9.5298,1007.9,94.106,2.9156,18.89,1030.9,537.45,103.75,10.229,11.928,96.882
9.3461,1007.7,94.492,2.9391,19.009,1038.4,542.18,106.13,10.298,7.5801,80.178
9.2334,1007.9,94.833,3.4079,23.117,1074.3,549.45,126.57,11.324,1.7245,62.759
9.7074,1008.1,94.716,3.6462,24.969,1085.4,550.37,134.43,11.823,1.2697,62.879
11.958,1008.3,92.219,2.8894,18.821,1045.6,547.49,105.83,10.2,4.6118,68.416
14.946,1008.2,85.09,3.7564,25.397,1087.5,550.22,133.89,11.924,1.0259,62.223
16.811,1008.2,77.337,3.7699,25.385,1088,550.14,133.45,12.055,1.1224,62.055
17.638,1008,73.333,3.8007,25.593,1089.1,550.1,134.12,12.112,1.4163,65.54
18.284,1007.5,70.309,3.8411,25.854,1090.2,550.05,134.93,12.121,1.6272,69.836
18.717,1007.2,69.263,3.809,25.67,1089.2,549.96,133.98,12.119,1.5687,63.663
18.918,1006.9,68.065,3.8278,25.906,1089.9,549.94,134.49,12.04,1.2756,64.933
18.861,1006.6,67.506,3.8334,26.025,1090.5,550,134.92,12.067,1.3362,66.289
18.287,1006.7,70.746,3.8329,26.045,1090.6,550.1,135.39,12.023,1.4886,65.838
17.087,1007.5,75.221,3.725,25.7,1089.8,550.12,135.31,11.974,1.1555,62.986
15.19,1008.4,83.543,3.7073,25.473,1088.4,549.96,134.71,11.982,1.2342,60.365
13.653,1008.8,95.571,3.7999,25.444,1088.6,550.07,135.54,11.945,1.4201,60.646
12.952,1009,97.648,3.7592,25.07,1086.3,550.07,133.72,11.852,1.5577,58.44
12.904,1009.5,97.125,3.7672,25.169,1086.6,549.81,133.92,11.985,1.0777,56.285
12.763,1009.5,96.167,3.7536,25.128,1086.5,549.55,134,11.906,1.6,58.533
12.517,1009.3,98.405,2.9511,18.678,1039.1,543.64,103.61,10.144,9.5118,82.896
12.366,1009.3,99.998,3.8289,24.858,1085,550.04,133.15,11.877,1.9,58.641
12.37,1008.9,99.848,3.8754,25.219,1087.1,550.07,134.59,11.969,1.3273,59.829
12.369,1008.7,97.674,3.845,25.302,1087.4,550.15,134.9,11.947,1.076,58.9
12.304,1008.3,97.627,3.7961,25.27,1087.2,550.29,134.7,11.96,1.2084,59.468
12.125,1008.6,98.341,3.8436,25.168,1087.1,550.33,134.76,11.919,1.3483,58.685
11.59,1008.6,99.769,3.8606,24.947,1086.6,549.82,134.6,11.833,1.1665,59.166
11.286,1008.8,99.805,3.8375,24.786,1085.7,550.06,134.02,11.858,1.2506,59.099
11.192,1009.5,99.41,3.8256,24.853,1086.2,550.25,134.45,11.818,1.3805,59.393
11.2,1010.3,100.07,3.8801,24.954,1086.7,550.04,134.78,11.93,1.2293,58.875
11.454,1010.9,99.819,3.8736,24.96,1086.7,550.22,134.73,11.931,1.3758,58.923
12.047,1011.9,96.944,3.7757,24.861,1085.8,550.17,133.68,11.829,1.2505,57.266
12.646,1012.6,93.227,3.735,25.231,1087.5,550.11,134.87,11.945,1.3479,60.024
13.389,1012.9,90.542,3.7443,25.323,1087.9,550.05,134.88,12.017,1.5438,58.893
14.343,1012.9,84.31,3.7443,25.273,1087.4,550.04,134.28,12.032,1.2957,60.465
15.453,1012.7,74.936,3.7045,25.464,1088.6,550.06,134.92,12.057,0.83671,61.498
15.668,1012.6,75.979,3.8381,25.547,1089.2,550.08,135.25,12.081,1.0787,63.062
15.37,1012.5,75.739,3.8282,25.379,1088.7,550.1,134.72,12.096,1.2621,61.008
15.28,1012.4,75.282,3.8069,25.372,1088.4,550.13,134.46,11.957,1.1318,60.285
15.249,1012.5,76.038,3.7528,25.43,1088.3,550.15,134.24,11.918,1.0418,59.992
14.795,1012.9,79.684,3.7376,25.598,1089.2,550.07,135.39,11.978,1.3126,61.306
8.1243,1013.6,96.952,4.9975,32.668,1095.2,527.34,158.3,13.884,0.77698,67.606
7.6212,1013.6,97.843,5.3805,35.94,1099.7,519.55,166.84,14.613,1.3495,68.896
7.4143,1013.8,98.343,5.3817,36.203,1099.7,519.35,167.64,14.617,0.47151,67.097
7.6652,1014.3,99.256,5.3608,36.211,1100,520.36,167.61,14.537,0.58511,70.973
9.2334,1014.7,100.08,5.2561,35.827,1100.2,521.76,165.4,14.451,1.5093,73.732
12.059,1015.1,98.611,5.1431,35.247,1100.1,523.54,162.27,14.371,1.4071,75.378
14.653,1015.6,85.19,5.0531,34.919,1100.1,524.35,160.51,14.322,1.5014,75.519
16.383,1015.6,81.374,5.0346,34.642,1099.9,525.22,159.33,14.277,1.6077,70.988
17.71,1015,78.767,5.044,34.426,1100,525.82,158.46,14.232,2.7548,79.415
18.284,1014.6,74.34,5.0452,34.369,1100,526.42,158.23,14.189,2.7271,78.334
18.776,1014,70.189,5.0152,34.258,1100.1,527.85,158.05,14.174,1.7737,78.899
19.327,1013.4,64.272,5.02,34.178,1100,530.92,159.08,14.172,1.2954,63.625
19.576,1012.9,62.237,5.0004,34.186,1100,530.89,158.89,14.17,1.7518,85.407
19.471,1012.6,64.856,5.0143,34.222,1100.1,531.3,159.18,14.167,1.4138,68.838
19.142,1012.2,65.216,4.1746,28.342,1088.1,543.69,142.91,12.723,1.5452,64.372
18.081,1012.1,74.972,3.7374,25.177,1080.7,550.09,134.01,11.932,1.6702,59.834
16.741,1012.2,82.663,3.6906,25.042,1079.9,550.04,134.01,11.902,1.853,58.458
14.943,1012.3,84.722,3.657,24.868,1079.2,549.88,133.99,11.918,1.4018,59.102
12.98,1012.2,88.158,3.8628,26.522,1088.5,549.91,142.3,12.336,1.2599,69.82
11.556,1011.9,90.81,3.8591,26.313,1087.8,549.99,141.93,12.346,1.3752,68.694
10.354,1011.6,92.218,3.278,21.974,1062.8,550.06,122.42,11.118,2.1356,57.803
9.8621,1011.2,93.379,3.21,21.319,1058.8,549.83,119.36,10.936,2.6257,56.846
9.2997,1010.7,93.082,3.2486,21.447,1059.5,549.77,120.15,10.991,2.5284,59.264
8.2849,1010.4,93.986,3.2394,21.376,1059.4,549.88,120.14,10.944,2.4043,59.248
7.9087,1010.2,94.563,3.3223,22,1063.2,549.81,123.25,11.059,2.1577,60.678
7.7172,1009.9,95.836,3.2995,21.978,1063,549.57,123.21,11.018,2.1017,59.622
7.4752,1009.9,95.709,3.5903,24.351,1076.9,549.88,134.3,11.692,1.3055,63.868
7.7351,1009.9,96.893,3.7082,24.918,1079.5,549.52,136.4,11.91,1.3533,62.954
9.9031,1010.1,99.557,5.1502,35.406,1100.2,527.26,165.47,14.346,0.91378,65.014
13.272,1010.1,99.891,5.0188,34.221,1100,531.16,161.16,14.057,0.89346,64.52
16.121,1010.3,86.579,4.3764,29.404,1099.1,546.65,149.9,12.992,0.50376,65.194
17.958,1010.4,69.146,3.2467,21.109,1056.8,549.62,115.94,10.757,3.1462,59.589
19.453,1008.3,75.38,3.7424,25.413,1070.6,543.8,130.58,11.891,4.5741,69.913
18.975,1008,78.88,3.7939,25.791,1083.1,550.04,135.44,12.009,1.5012,64.6
18.467,1008,81.419,3.7412,25.514,1081.7,549.9,134.46,11.933,1.2212,62.569
17.972,1008,76.951,3.721,25.668,1082.5,549.83,135.24,11.937,1.1787,64.032
17.551,1008.3,71.691,3.6687,25.416,1081.2,549.94,134.56,11.925,2.0281,65.075
16.901,1008.8,81.468,3.6613,25.12,1079.9,550.06,133.85,11.863,1.6827,61.682
14.738,1009,83.994,3.6539,24.911,1079.1,550.06,134.04,11.917,1.5874,64.232
13.465,1008.7,84.722,3.614,24.722,1078.3,550.03,133.49,11.88,1.8606,66.151
12.185,1008.5,86.519,3.6203,24.83,1078.8,549.99,134.71,11.891,1.6587,68.056
10.907,1008.2,90.614,3.6021,24.381,1076.9,549.94,133.45,11.814,1.8147,69.083
11.003,1008.2,91.636,3.6129,24.718,1078.3,550.04,134.31,11.916,1.7782,67.799
10.971,1007.9,89.356,3.6201,24.705,1078.2,550.05,134.48,11.873,1.6153,68.046
10.311,1007.8,89.411,3.5523,24.55,1077.6,549.9,134.24,11.833,1.9953,69.821
9.4362,1007.7,90.214,3.6054,24.746,1078.6,549.89,135.32,11.837,1.8504,72.462
9.0355,1007.8,91.252,3.6046,24.955,1079.8,549.91,136.43,11.832,1.6371,70.471
9.6931,1008,93.879,3.6155,24.857,1079.1,549.92,135.42,11.89,1.802,68.619
12.102,1008.4,96.926,3.9732,26.984,1085.5,546.88,141.14,12.403,1.4736,65.694
15.647,1008.6,90.414,3.8173,25.217,1081,550.1,134.25,11.976,1.4001,64.545
18.546,1009.1,74.539,3.8223,25.138,1080.8,549.86,133.61,12.013,1.5672,65.789
20.043,1009.3,64.12,3.8217,25.002,1080.2,549.98,132.81,11.983,1.8697,66.388
20.84,1009.1,60.331,3.8752,25.46,1082.4,550.05,134.26,12.085,2.1156,68.293
20.687,1008.9,64.205,3.7639,25.464,1082,549.89,134.11,12.073,1.833,67.338
20.695,1008.7,68.384,3.7624,25.62,1082.6,549.88,134.68,11.978,1.4178,66.148
21.168,1008.3,61.581,3.8556,25.766,1083.4,549.89,134.69,12.132,1.0445,66.406
22.344,1008.1,51.316,3.9079,25.781,1083.5,549.9,134.25,12.011,0.91561,67.283
22.849,1008,48.437,3.8643,25.815,1083.1,549.91,133.74,11.977,1.6872,68.688
21.985,1007.9,51.844,3.8208,25.783,1083.4,549.93,134.46,11.986,1.7147,68.088
20.756,1008.1,63.104,3.7623,25.442,1082,549.99,134.05,11.964,1.2315,65.337
19.529,1008.5,69.286,3.7331,25.664,1082.9,550.05,135.22,11.965,1.7175,67.193
18.363,1009,73.263,3.749,25.604,1082.5,550.11,135.26,12.069,1.4399,66.201
17.559,1009.2,73.75,3.4885,23.671,1071.6,550.17,126.99,11.564,2.3985,64.933
16.321,1009.1,75.606,3.6691,25.337,1081.3,550.15,135.2,12.033,1.6505,67.941
14.85,1009,79.488,3.6318,25.033,1080,549.97,134.51,11.951,1.7097,68.519
14.05,1008.8,83.84,3.6366,24.801,1078.8,549.71,133.83,11.939,1.8446,68.645
13.948,1008.5,85.042,3.6601,25.033,1079.8,549.87,134.48,11.969,1.9592,66.117
14.747,1008.4,82.614,3.6305,24.973,1079.3,549.93,133.75,11.938,1.6484,65.314
14.053,1008,82.206,3.6337,24.996,1079.5,549.98,134.66,11.909,1.6342,66.761
12.932,1007.7,86.383,3.6133,25.058,1079.8,549.74,135.21,11.819,1.6542,68.733
12.741,1007.9,87.98,3.6346,25.079,1080.1,550.08,135.29,11.859,1.3672,67.304
13.205,1008.2,87.611,3.633,25.031,1079.8,550.1,134.67,11.831,1.645,67.285
14.604,1008.1,85.592,3.7008,25.426,1081.6,549.99,135.66,11.923,1.5751,66.618
16.93,1008.2,80.24,3.8097,25.646,1082.7,549.88,135.2,12.021,1.5814,67.788
18.968,1008.2,71.846,3.7798,25.488,1081.8,549.77,134.06,12.091,1.4844,66.98
19.81,1008.2,74.711,3.8093,25.635,1083,549.66,135.02,12.09,1.7641,66.479
20.214,1007.8,72.201,3.8032,25.797,1083.4,549.56,135.29,12.029,1.424,65.883
21.119,1007.2,63.261,3.7881,25.542,1081.6,549.98,133.56,11.986,1.6202,66.833
21.995,1006.6,57.049,3.8171,25.677,1082.4,550.02,133.76,12.027,1.5792,68.186
22.375,1005.9,52.048,3.8068,25.714,1082.7,549.99,133.94,12.088,1.6591,69.007
21.622,1005.6,65.577,3.7957,25.747,1082.7,550.04,134.56,12.012,1.5191,66.484
20.495,1005.3,69.52,3.7557,25.362,1080.9,549.98,133.29,11.863,1.7719,65.927
19.511,1005,69.299,3.742,25.575,1082.3,550,134.66,12.065,1.6769,66.209
18.331,1004.9,68.554,3.7623,25.727,1083.6,549.98,136.23,12.013,1.7231,69.522
16.755,1004.8,75.889,3.7076,25.393,1082,549.93,135.55,12.091,1.7553,67.812
15.374,1004.7,82.121,3.6359,25.018,1080.1,549.89,134.45,11.963,1.4838,65.279
14.603,1004.4,88.333,3.6757,24.957,1079.3,549.85,134.15,11.957,1.6922,64.818
13.793,1003.5,92.255,3.6696,24.737,1078.7,549.81,133.98,11.856,1.4481,65.906
13.963,1002.9,94.926,3.7347,24.803,1078.8,549.96,133.83,11.909,1.1917,63.832
13.945,1002.4,94.902,3.756,24.908,1079,550.12,134.19,11.888,1.4024,64.723
13.617,1002.3,94.177,3.7512,24.691,1077.9,549.92,133.61,11.868,1.5333,64.337
13.61,1002.1,92.447,3.737,24.813,1078.4,549.76,134.04,11.796,1.031,64.562
13.363,1002,93.498,3.7694,24.725,1078,549.81,133.9,11.905,1.1274,64.408
13.047,1001.4,95.793,3.7914,24.956,1079.4,549.6,134.8,11.867,1.4094,66.051
12.848,1001.3,96.646,3.123,19.984,1050.3,549.63,112.84,10.428,4.7843,68.354
13.51,1002,95.934,3.7267,23.966,1072.5,549.94,129.92,11.583,2.5565,67.923
13.976,1002.1,95.82,3.843,25.025,1078.9,550.18,134.31,11.85,2.2399,64.964
13.935,1001.8,99.124,3.925,24.939,1078.8,550.26,134.08,11.894,1.9843,65.952
14.163,1001.9,100.03,3.99,25.163,1080.4,550.25,135.28,12.007,2.2489,67.027
15.205,1002.1,98.111,3.8669,25.245,1081.3,550.03,135.56,12.012,1.8236,65.824
16.574,1002.2,94.247,3.8786,25.321,1081.7,549.89,135.49,11.997,1.477,64.435
18.217,1002.4,77.942,3.9182,25.229,1081.1,550.12,134.44,12.015,1.4685,66.462
18.957,1002.6,72.109,3.8919,25.309,1081.2,550.05,134.47,12.046,1.6506,67.685
18.499,1002.7,69.452,3.9024,25.569,1082.7,549.95,135.51,12.092,1.6258,71.311
18.053,1003.1,70.429,3.8992,25.433,1081.8,549.93,135.09,12.015,1.6677,69.397
17.854,1003.2,68.239,3.7829,25.155,1080.2,549.97,133.89,12.034,1.6255,69.243
17.684,1003.1,68.161,3.7615,25.111,1080.2,550.01,134,11.944,1.3022,68.171
17.06,1003.5,70.158,3.7402,25.296,1081.4,550,135.09,11.892,1.6241,68.249
16.46,1004.1,78.18,3.7537,25.221,1080.8,549.95,134.83,11.893,1.6567,66.067
16.765,1004.6,80.079,3.7621,25.087,1080.3,549.88,134.2,11.937,1.6555,64.129
16.877,1004.9,80.299,3.7426,24.959,1079.7,549.81,133.62,11.945,1.52,63.072
16.985,1005,77.234,3.7695,24.735,1078.8,549.74,132.81,11.842,1.7839,64.504
17.045,1005.5,76.82,3.8227,24.984,1080.5,549.67,134.11,11.958,1.9297,67.358
17.06,1005.8,74.021,3.8181,24.873,1079.8,549.6,133.61,11.906,2.0076,66.371
16.898,1005.7,72.522,3.0993,19.406,1047,549.81,109.26,10.404,5.3871,69.284
16.694,1005.6,72.771,3.1037,19.505,1047.7,550.3,109.82,10.421,5.4587,69.391
16.444,1005.7,74.685,3.0794,19.212,1038.5,545.2,106.35,10.237,5.3101,80.72
16.022,1006.3,79.806,2.8691,17.962,1031.2,544.91,101.37,9.9723,11.879,92.546
