AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
11.465,1000.9,100.11,2.5526,19.163,1053.9,550.03,110.53,10.278,5.2314,74.631
11.842,1000.4,96.835,2.573,19.076,1052.2,549.56,109.41,10.333,6.5827,81.937
12.471,1000.2,92.612,2.6925,19.372,1052.5,549.16,109.93,10.304,6.3885,80.106
13.146,1000.3,90.533,3.3264,24.687,1086,549.83,134.62,11.876,2.5221,79.73
13.769,1000.4,87.802,3.3101,24.46,1084.9,550.1,133.37,11.901,2.7591,77.513
13.802,1000.2,84.552,3.3032,24.514,1085.1,550.25,133.81,11.786,2.6037,77.412
14.018,1000.3,83.388,3.3389,24.487,1084.9,549.8,133.53,11.852,1.7711,73.86
14.161,1000.6,82.924,3.2767,24.201,1083.8,550,132.8,11.774,1.0367,71.129
14.297,1000.6,81.643,3.3068,24.544,1086.1,550.04,134.71,11.971,1.0884,73.124
13.916,1000.9,83.37,3.2721,24.507,1086.2,550.21,134.8,11.955,1.8407,75.755
13.549,1001.1,85.909,3.22,24.157,1084.3,549.82,133.24,11.876,2.5236,75.705
13.38,1001.3,87.232,3.2405,24.39,1085.7,549.95,134.46,11.965,2.2109,75.565
13.224,1001.4,86.77,3.2384,24.505,1086.5,550.1,135.16,11.913,2.3922,77.527
13.086,1001.5,86.661,3.1893,24.292,1085.4,550.13,134.24,11.794,2.8754,78.247
12.932,1001.7,87.312,3.1348,23.964,1083.4,549.83,132.68,11.782,3.2992,78.423
12.831,1002.2,85.894,3.1727,24.284,1085.2,549.98,134.07,11.912,2.3786,79.62
12.703,1003,86.807,3.2038,24.316,1085.5,550.06,134.31,11.919,1.702,79.024
11.995,1003.5,94.093,3.1742,24.363,1085.8,549.86,134.87,11.834,1.8847,76.864
11.492,1003.9,96.617,3.0852,24.087,1083.6,549.84,132.94,11.75,1.9245,74.696
11.259,1004.3,96.206,2.5883,20.155,1046.1,541.22,111.97,10.572,10.403,94.657
11.361,1004.9,96.467,2.469,18.861,1048.5,547.46,108.52,10.398,6.3776,82.318
11.708,1005.2,94.94,2.5026,18.862,1048.8,547.56,108.42,10.376,7.605,87.872
11.994,1005.8,93.82,2.5052,18.939,1051.3,548.99,109.16,10.301,7.6762,87.806
11.805,1006.3,91.551,4.0664,32.07,1097.6,531,157.76,13.734,2.7643,77.704
11.759,1006.9,92.09,4.1251,32.58,1100,530.37,160.08,13.871,1.8937,74.341
11.139,1007.6,94.685,4.0962,32.983,1099.8,529.38,161.14,13.92,1.4668,70.492
11.561,1008.3,93.988,4.037,32.199,1100,532.01,158.78,13.818,1.5756,72.274
12.566,1008.6,88.886,4.1226,32.534,1099.9,530.64,159.1,13.882,1.3713,71.835
13.148,1009,86.345,4.1133,32.1,1099.9,532.09,158.05,13.766,1.5077,70.17
13.516,1009.2,86.41,4.0608,31.719,1099.9,533.42,157.15,13.704,1.428,69
14.071,1009,82.453,4.0381,31.724,1099.9,533.59,156.73,13.717,1.0831,70.045
14.541,1008.7,82.837,3.3834,25.731,1087.1,545.99,137.42,12.245,1.8536,74.575
14.612,1008.8,83.119,3.1319,23.79,1082.8,550.1,131.28,11.775,2.2502,73.543
14.319,1009,85.146,3.1599,24.093,1084.6,550.02,132.71,11.738,1.836,73.639
13.812,1009.2,84.961,3.2071,24.492,1086.8,549.7,134.63,11.846,2.6571,76.416
13.379,1009.3,87.74,4.0964,32.614,1099.7,530.57,158.98,13.824,0.39116,63.607
13.262,1009.5,89.153,4.0177,31.931,1099.9,532.7,157.75,13.723,0.69364,68.407
13.349,1009.8,89.116,3.4464,26.639,1082.3,540.21,138.4,12.394,3.1868,75.769
13.028,1009.9,93.183,2.5207,18.948,1051.1,548.41,109.13,10.444,7.4345,85.75
12.427,1010.1,96.163,2.5259,19.067,1050.8,547.98,109.32,10.384,8.4899,87.824
12.136,1009.9,98.05,2.5457,19.036,1051.2,548.31,109.49,10.4,8.3552,85.452
12.21,1009.8,98.558,2.5307,18.965,1051.3,548.67,109.23,10.414,8.0963,85.935
12.262,1009.9,97.264,2.7976,21.458,1066.8,548.98,120.57,11.062,5.7912,83.066
12.28,1009.8,95.85,2.5286,19.027,1047.6,545.89,108.52,10.429,9.3,90.864
12.071,1009.7,95.783,2.5165,19.115,1051.9,548.68,109.58,10.434,7.7369,84.863
11.793,1009.5,97.474,2.511,18.949,1048,546.79,108.18,10.425,9.2512,93.861
11.761,1009.1,100.05,2.5215,19.095,1053.4,549.88,109.86,10.435,5.0711,77.79
11.689,1008.7,99.609,2.47,19.242,1054.4,550.07,110.52,10.422,4.7656,74.909
11.706,1009,100.01,2.4576,19.06,1051.7,549.15,109.12,10.294,6.4511,86.959
11.458,1009,100.12,2.4899,18.934,1050.6,548.61,108.87,10.288,7.7474,93.369
11.288,1009,100.13,2.513,19.057,1051,548.49,109.26,10.293,7.57,90.692
11.22,1009.4,99.698,2.4672,19.089,1051.9,548.88,109.69,10.281,7.0473,87.701
10.911,1009.3,100.16,2.4507,19.146,1051.2,548.24,109.85,10.29,7.7737,86.564
11.172,1009.4,100.15,2.5263,18.865,1051,548.7,109.07,10.286,7.6375,88.608
11.36,1008.7,100.13,2.5172,18.729,1048,547.3,108.04,10.284,9.2299,96.268
11.655,1008.2,99.7,2.5291,18.771,1046.9,546.31,107.82,10.362,9.5948,97.725
12.074,1007.7,95.727,2.5267,18.887,1049.2,547.48,108.61,10.412,8.3087,89.917
12.488,1007.2,94.528,2.5733,19.171,1054.4,549.78,110.57,10.399,6.5241,78.564
12.522,1007,95.943,2.5066,18.95,1052.3,549.45,109.21,10.254,7.1305,80.304
12.408,1006.9,95.876,2.7834,21.411,1066.4,548.99,120.34,11.076,5.7503,81.563
12.33,1006.9,95.774,3.1727,24.421,1086.4,550.23,134.76,11.851,2.8016,78.692
12.363,1007,95.798,3.2082,24.407,1086.7,550.07,134.93,11.85,3.1764,79.29
12.358,1006.7,94.862,3.1934,24.291,1085.9,549.95,134.34,11.868,3.1358,78.935
12.376,1006.7,93.779,3.219,24.608,1087.5,549.93,135.69,11.979,3.0618,80.063
12.369,1006.7,92.91,3.1688,24.473,1086.4,549.7,134.81,11.98,3.0868,78.734
12.301,1006.7,92.901,3.1376,24.345,1085.4,549.97,134.05,11.861,3.0405,78.177
11.968,1006.8,92.832,2.9735,23.501,1079.4,549.77,129.86,11.606,3.4276,77.591
11.658,1006.6,93.253,2.5096,19.354,1047.7,545.46,109.69,10.411,8.0848,85.525
11.236,1006.4,93.731,2.5064,19.166,1047.3,545.85,109.31,10.423,8.471,90.804
10.999,1006.3,95.094,2.4798,19.145,1049.5,547.3,109.69,10.463,7.3268,86.427
10.701,1006.4,95.723,2.4867,19.018,1049.8,547.7,109.7,10.448,7.9151,88.311
10.654,1006.2,95.624,2.4838,19.051,1050.7,548.35,109.75,10.457,7.946,90.599
10.665,1006.2,93.037,2.4758,19.1,1050.3,547.79,109.93,10.455,7.9442,88.996
10.325,1006.7,91.62,3.0491,24.398,1085.8,550.01,135.3,11.839,2.3422,80.126
10.04,1007.2,93.539,3.062,24.333,1085.7,550.05,135.26,11.789,1.6946,77.672
9.7886,1007.3,92.976,3.1102,24.622,1087.5,550.02,136.78,11.935,2.0823,78.635
9.7833,1007.2,91.915,3.1197,24.583,1087.6,549.85,136.93,11.929,1.1496,77.712
9.5041,1007.2,95.371,3.6047,28.739,1092.1,538.64,148.65,12.962,0.88366,72.287
8.947,1007.3,98.211,4.0827,32.906,1100.1,529.06,162.78,14.004,0.02948,66.434
8.5154,1007.4,99.636,4.0648,32.7,1099.9,529.49,162.49,13.944,0.65177,68.504
8.3907,1007.8,99.083,4.0289,32.565,1099.9,529.46,162.79,13.96,0.48101,68.783
7.9329,1008.6,99.361,3.9998,32.459,1099.9,529.65,162.96,13.965,0.66879,68.895
7.5285,1009.3,99.642,4.0796,33.065,1099.9,527.5,164.44,14.06,0.50842,66.696
7.4873,1010.1,99.331,4.0678,32.974,1100.1,528.57,163.77,13.994,0.48795,66.055
7.7752,1011.3,97.158,4.1118,33.394,1099.9,527.23,164.35,14.09,0.49142,65.599
7.8023,1012.2,95.81,3.3003,26.385,1086.9,543.52,142.01,12.39,1.4977,74.513
7.8764,1013.1,95.134,2.995,23.557,1082,550.28,132.76,11.655,1.7431,77.411
7.9773,1013.8,94.232,3.0058,23.84,1083.7,550.04,134.02,11.761,1.4756,78.356
8.0533,1014.5,92.309,3.0171,23.969,1084.4,549.93,134.58,11.784,3.2673,83.795
7.9616,1014.8,92.255,2.9939,23.781,1083.4,549.93,133.86,11.787,3.2222,83.256
7.4289,1015.2,93.625,2.9658,23.631,1082.8,549.95,133.43,11.783,3.4791,84.025
6.8599,1015.8,94.149,3.0197,23.947,1084.7,549.98,135.15,11.776,3.0596,84.758
6.5584,1015.9,95.439,2.9553,23.724,1083.5,550.14,134.09,11.787,3.2661,84.176
6.1227,1015.9,95.067,2.9898,23.753,1083.7,550.08,134.53,11.82,3.3086,85.274
5.7033,1015.9,95.395,2.9426,23.525,1082.3,550.09,133.5,11.695,2.2247,83.651
5.0822,1016,95.415,2.9877,23.733,1083.8,549.99,134.79,11.693,1.8297,83.618
4.5356,1016.1,95.88,2.9726,23.765,1084,550.03,135.2,11.727,1.9561,83.681
4.6331,1016.7,96.903,3.0244,23.91,1084.8,549.92,135.59,11.784,1.5827,82.744
4.982,1017.2,96.603,3.024,23.964,1085,549.95,135.7,11.783,1.7234,83.047
6.3556,1017.4,97.769,3.0656,24.346,1087.1,549.92,136.83,11.87,1.5413,82.42
8.3259,1017.5,98.154,3.9123,31.198,1097,532.92,156.36,13.579,1.6802,72.914
10.44,1017.3,89.047,4.2301,32.898,1100,528.33,161.18,14.03,1.8698,70.859
11.429,1017.1,83.393,4.1626,32.621,1100,529.54,160.31,13.956,1.9404,72.154
11.951,1017,80.028,4.1299,32.533,1099.9,529.98,160.05,13.956,1.9471,71.603
12.033,1016.8,79.311,2.7207,21.352,1066.9,548.87,120.51,11.113,4.6815,79.312
11.949,1016.7,80.52,2.9186,22.836,1077.6,550.06,128.03,11.531,3.978,82.138
11.58,1016.6,82.23,2.6264,20.309,1049.5,541.79,113.55,10.75,8.7951,94.503
11.062,1016.4,85.043,3.0625,24.107,1084.3,549.76,133.66,11.839,2.083,80.75
10.706,1016.7,87.579,3.0551,24.167,1085.2,550.09,133.96,11.805,1.5968,78.772
10.429,1016.7,90.117,3.0541,24.181,1085.5,549.79,134.51,11.778,2.4751,79.554
9.9209,1016.6,91.395,3.0248,23.856,1083.5,549.96,133.22,11.85,3.3873,81.676
9.4847,1016.6,91.838,3.0089,23.893,1083.8,549.92,133.56,11.836,2.8619,81.175
8.7805,1016.3,91.821,3.0125,23.874,1083.8,550.02,133.95,11.82,2.0421,79.975
8.2227,1016.3,93.559,3.0237,23.962,1084.3,550.03,134.44,11.822,1.7191,80.377
8.1959,1016.3,94.279,3.0162,23.764,1083.2,549.94,133.3,11.751,1.87,79.923
8.2821,1016.3,94.276,3.0104,23.822,1083.5,549.94,133.45,11.819,1.5691,77.915
8.5868,1016.2,93.036,3.0233,24.02,1084.6,550.1,134.16,11.859,1.5093,77.706
8.8183,1015.8,92.161,3.0105,23.929,1084.1,549.99,133.83,11.857,1.7311,77.613
9.2026,1015.6,92.432,3.0127,23.831,1083.6,550.01,133.15,11.826,1.6816,79.326
9.4347,1015.3,92.771,3.0327,23.854,1083.6,550,133.02,11.837,1.818,79.069
9.6833,1015.2,92.676,3.1016,24.351,1086.5,549.9,135.04,11.839,1.5675,78.351
9.8602,1015.2,91.077,2.7839,21.684,1070.9,549.92,123.14,11.111,2.5026,77.93
10.017,1015.5,91.706,3.0572,23.865,1083.6,549.9,132.67,11.717,1.5534,76.885
10.342,1015.5,92.02,4.1503,33.037,1099.8,528.5,161.03,14.001,0.18339,63.761
10.929,1015.6,90.07,4.1081,32.715,1099.9,529.36,160.4,13.952,1.2032,67.433
11.421,1015.6,91.916,4.0916,32.523,1099.9,530.24,159.65,13.867,2.0219,71.991
11.865,1015.2,92.159,4.0928,32.506,1099.9,530.54,159.41,13.901,2.8628,74.183
12.002,1014.8,91.285,4.0647,32.194,1100,531.47,158.69,13.84,1.1792,67.739
12.055,1014.6,89.87,4.1041,32.576,1099.8,530.24,159.52,13.859,0.15,64.054
12.185,1014.3,87.955,4.0725,32.41,1100,531.03,159.18,13.847,0.22705,65.043
12.62,1014.2,86.209,4.0998,32.7,1099.9,529.91,159.52,13.923,0.94249,66.655
12.752,1014.1,84.674,4.0698,32.494,1099.9,530.65,159.1,13.885,2.1095,69.561
12.417,1014.2,84.194,3.1919,24.903,1086.8,548.45,135.81,12.044,2.78,75.646
12.239,1014,86.784,3.0865,24.141,1084.8,549.76,133.22,11.828,1.9294,74.516
12.365,1013.9,81.564,3.0495,24.053,1083.9,549.87,132.67,11.818,0.89918,74.567
11.92,1013.9,80.787,3.0874,24.217,1084.8,549.91,133.64,11.87,1.0692,75.101
11.695,1013.9,80.524,3.0637,24.308,1085.5,550.17,134.29,11.88,1.8401,78.234
11.264,1013.8,84.123,3.0864,24.459,1086.4,549.65,135.01,11.95,1.1961,76.174
11.133,1013.6,85.3,3.0795,24.219,1085.1,549.82,133.77,11.884,0.43388,74.847
11.553,1013.6,81.496,3.0059,23.853,1083.3,549.97,132.22,11.791,1.5354,78.576
11.255,1013.7,84.931,2.8903,22.72,1073.4,547.61,127.1,11.414,3.4506,85.726
10.536,1013.2,89.119,2.4472,19.178,1047,544.4,110.21,10.5,8.3352,93.224
10.307,1012.4,89.947,2.7147,21.281,1064.8,547.6,120.99,11.076,6.0246,88.053
10.005,1012.1,91.37,3.0359,23.9,1084.4,549.93,133.85,11.824,2.8597,81.417
9.9052,1011.6,92.264,3.0526,24.214,1086,550.04,135.13,11.782,2.7696,81.488
9.8839,1011.6,92.654,3.0643,24.253,1086.3,549.87,135.31,11.826,2.5636,81.722
10.307,1011.8,93.431,3.09,24.349,1086.3,550.03,135.07,11.826,2.7191,80.934
11.122,1011.4,91.7,3.0883,24.062,1084.7,549.99,133.58,11.791,2.7116,80.706
11.821,1011.1,87.72,3.0348,23.546,1082.1,549.92,131.43,11.787,2.5631,78.812
12.398,1010.9,84.483,3.0888,24.036,1084.5,550.04,133.23,11.892,1.0293,76.218
12.698,1010.2,82.988,3.0922,23.997,1084.1,549.85,132.79,11.778,1.6482,77.172
12.992,1009.1,82.026,3.0088,23.372,1080.5,549.86,129.98,11.602,2.1498,77.165
13.057,1008.7,79.834,3.0007,23.229,1079.7,549.9,129.4,11.588,2.5704,78.362
12.676,1008.4,81.232,2.856,22.042,1072.5,549.9,124.39,11.281,3.1028,77.691
11.96,1008.4,84.084,2.9448,22.827,1077.3,549.99,128.17,11.414,2.232,77.74
11.527,1008.5,86.441,3.5105,27.69,1089.8,540.87,144.36,12.681,1.2472,74.601
11.344,1008.3,88.026,3.0995,24.276,1085.8,550.03,134.76,11.808,1.2537,77.51
11.288,1008.2,88.428,3.07,24.078,1084.2,549.97,133.42,11.789,1.7405,78.572
11.127,1007.2,89.702,3.0549,23.888,1083.3,549.9,132.86,11.81,2.659,79.297
10.813,1006.2,91.928,3.0471,24.096,1084.2,549.87,133.68,11.837,2.43,77.837
10.85,1006.4,91.05,3.0837,24.038,1084.2,549.99,133.78,11.803,1.9791,77.389
10.878,1006.3,91.049,3.082,24.031,1084.2,550.02,133.76,11.808,2.3191,78.447
10.98,1006,90.73,3.1155,24.273,1085.3,549.95,134.42,11.88,2.2829,79.287
11.02,1005.7,90.157,2.7913,21.501,1060.8,544.84,120.04,11.085,7.7875,91.082
10.991,1005.3,90.942,2.4748,18.982,1050.4,548.03,109.65,10.419,6.843,90.348
10.775,1004.7,93.522,2.4548,18.928,1050.7,548.61,109.38,10.397,6.7881,90.61
10.002,1004.3,97.911,2.441,19.008,1048.2,547,108.98,10.298,7.892,95.437
9.6696,1004.4,98.727,2.4414,18.939,1048.5,547.32,109.09,10.276,8.4883,99.453
9.3882,1004.5,99.303,2.4442,19.081,1049.2,547.32,109.52,10.305,7.7729,95.451
9.068,1005.1,100.08,2.5593,20.082,1051.1,544.44,113.72,10.619,7.6461,95.363
9.1542,1006.1,99.349,3.0363,23.906,1083.7,549.95,133.55,11.721,1.6975,79.987
9.2127,1006.8,98.692,3.0377,23.824,1083.7,550.06,133.52,11.788,1.3844,71.928
9.2584,1007.5,97.62,3.9794,32.008,1099.7,531.63,160.4,13.784,0.71415,70.921
8.7934,1008.1,97.182,3.9844,32.139,1099.9,531,161.4,13.856,0.78266,70.072
8.3366,1008.6,97.504,4.0119,32.726,1099.9,529.08,162.89,13.979,0.78499,69.034
7.9534,1008.9,97.642,3.9792,32.383,1100.2,530.06,162.52,13.982,0.70966,69.843
7.696,1009.4,97.56,4.0474,33.092,1100,527.84,164.08,14.042,1.5424,58.665
7.6423,1010.8,95.181,4.0758,33.198,1100,527.07,164.58,14.099,0.3503,65.652
7.429,1011.6,94.053,4.0811,33.13,1100,527.19,164.84,14.097,1.8549,72.223
7.3397,1012.3,92.935,4.0569,32.992,1099.9,527.55,164.45,14.036,2.1763,73.84
7.2769,1013.1,92.032,2.9901,23.768,1083.9,549.59,134.84,11.834,2.736,84.212
7.2793,1013.5,90.849,2.9578,23.454,1082.9,549.96,133.56,11.802,1.9589,82.023
7.2895,1014.2,89.669,2.9581,23.43,1082.8,549.88,133.46,11.776,2.5101,83.039
7.3569,1014.4,88.169,2.9957,23.674,1084.1,550,134.41,11.842,1.6619,82.414
7.3029,1014.7,87.374,3.0082,23.889,1084.8,550.07,134.87,11.874,1.6283,81.806
7.3381,1015.1,85.717,2.9338,23.266,1076.6,547.42,130.5,11.626,2.2138,86.41
7.2778,1015.5,82.892,2.5079,19.609,1034.7,534.25,110.19,10.428,12.067,106.1
7.5521,1015.9,81.145,2.567,19.409,1055,548.47,112.09,10.495,6.4614,104.54
7.6391,1016.1,80.757,2.5654,19.309,1054.1,548.34,111.56,10.446,6.9121,108.35
7.7365,1016.3,80.822,2.5515,19.327,1055.8,549.27,111.92,10.476,6.1931,103.49
7.7101,1016.4,80.071,3.0783,24.051,1085.2,549.95,134,11.82,1.8798,84.413
7.5153,1016.8,80.19,3.0239,23.791,1084.5,549.95,134.14,11.81,1.52,82.092
7.4887,1017.2,79.384,3.0345,23.773,1084.7,549.97,134.25,11.854,1.9619,83.09
7.9788,1017.5,73.52,3.0425,23.755,1084.6,549.97,134,11.799,1.7,82.563
8.5483,1017.8,69.475,2.9008,22.68,1060.6,539.17,124.61,11.487,2.2163,119.28
9.1305,1018,66.345,4.1476,33.631,1099.9,525.91,164.07,14.165,1.0331,70.034
9.537,1017.7,61.397,4.0753,32.901,1100.1,528.53,162.34,14.028,0.85154,71.241
9.2294,1017.3,66.11,4.0858,32.761,1099.9,528.98,161.94,14.015,1.4459,72.341
9.1157,1017.2,67.697,4.0209,32.273,1100,530.64,161.02,13.907,1.1075,68.673
9.0246,1017.3,68.821,3.6225,28.735,1093.5,538.83,149.38,12.999,1.5422,74.546
8.8538,1017.5,74.12,3.076,24.099,1085.6,549.91,134.92,11.803,2.2352,79.346
8.5802,1017.7,75.732,3.0477,24.008,1085.1,549.96,134.58,11.778,1.9211,81.815
8.3518,1018,77.907,3.0287,23.869,1084.3,549.91,134.02,11.749,2.3412,82.312
8.2661,1018.2,80.854,3.0018,23.817,1084.2,550.04,134.01,11.754,1.8932,81.703
7.9482,1018.2,82.409,2.9937,23.661,1083.4,549.94,133.42,11.741,1.7896,79.603
7.8546,1018.2,83.383,2.9939,23.649,1083.1,550,133.2,11.827,1.72,79.614
7.7557,1018.2,84.609,3.0063,23.703,1083.5,549.92,133.55,11.811,2.0296,79.984
7.7048,1018.1,86.178,3.0123,23.798,1084.1,549.99,134.03,11.765,2.689,82.898
7.6085,1017.9,86.132,2.9828,23.536,1082.8,550.03,132.82,11.778,3.0549,83.539
7.4941,1018,86.557,2.8711,22.374,1067.9,544.98,125.49,11.389,6.6889,94.14
7.9426,1017.8,84.096,2.582,19.451,1056.3,549.17,112.22,10.582,6.448,100.19
8.3643,1017.7,81.752,2.5787,19.429,1056.3,549.3,111.89,10.602,6.452,100.59
8.4377,1017.6,85.144,2.5486,19.345,1056.6,549.77,111.83,10.584,6.5257,101.57
8.3478,1017.4,86.304,2.552,19.248,1056.4,549.83,111.57,10.574,6.0124,104.36
8.2537,1017.4,87.483,2.5351,19.31,1056.5,549.91,111.65,10.584,5.9773,105.14
8.1617,1017.5,86.153,2.5496,19.365,1053.4,547.68,111.17,10.567,5.5015,105.84
8.009,1017.8,86.171,4.097,33.214,1099.1,527.34,162.92,13.989,1.2993,73.31
7.995,1017.7,83.346,4.0521,32.791,1100,528.9,162.74,13.944,0.57297,66.001
8.0362,1017.9,82.118,4.1198,33.266,1100,527.37,163.62,14.096,0.5641,65.779
8.072,1017.7,81.899,4.1286,33.337,1099.9,527.01,164.05,14.12,0.75233,64.065
8.2795,1017.3,82.588,4.1478,33.481,1100,526.54,164.13,14.185,1.4275,57.905
8.5143,1016.5,77.843,3.4143,27.055,1089.7,541.92,144.51,12.646,2.4129,90.191
8.5916,1016.4,78.392,3.0373,23.764,1084.2,550,133.86,11.734,4.397,98.821
8.4183,1016.5,80.544,3.0397,23.754,1084.6,550.01,134.34,11.728,2.6343,85.469
8.1445,1016.8,82.759,3.0298,23.676,1084.4,549.99,134.22,11.758,2.7887,84.975
7.9629,1017.1,83.39,3.0139,23.674,1084.6,549.97,134.5,11.757,2.7355,85.561
7.682,1017.2,83.327,2.9898,23.604,1084.3,549.95,134.33,11.848,2.7419,84.15
7.588,1017.3,84.477,2.9931,23.573,1083.9,549.97,133.97,11.839,3.2562,84.702
7.5562,1017.3,83.763,2.9886,23.577,1083.9,550.03,134.01,11.826,3.1669,84.451
7.1876,1017.3,84.572,2.9809,23.448,1083.1,550.06,133.53,11.809,2.0324,81.918
6.9887,1017.2,87.256,2.9274,23.038,1078.1,548.4,130.84,11.627,2.2741,85.603
7.0586,1017.1,86.553,2.5625,19.575,1031.2,531.64,109.6,10.512,13.972,111.79
7.2191,1016.9,86.122,2.5561,19.533,1037.9,536.47,110.45,10.498,12.475,109.09
7.2154,1016.7,86.301,2.5432,19.419,1037.7,536.63,110.32,10.484,13.131,111.79
7.0191,1016.6,86.834,2.5413,19.398,1036.9,536.14,110.15,10.518,13.741,115.18
6.9463,1016.9,87.3,2.5027,19.39,1036.6,535.94,110.08,10.589,13.639,113.79
7.0327,1017.1,87.859,2.9164,22.86,1076.8,548.29,130.11,11.519,3.3269,90.145
7.1251,1017.4,87.566,2.9702,23.392,1082.7,549.95,133.04,11.692,2.3449,83.303
7.3295,1017.6,87.923,4.1518,33.665,1100,525.68,165.16,14.187,1.0923,68.951
7.9621,1017.5,84.776,4.1004,32.963,1100.1,528.02,163.26,14.059,0.51845,67.39
8.4883,1017.6,81.407,4.1286,32.993,1099.9,528.22,162.61,14.048,0.64615,68.99
9.0143,1017.6,77.088,4.08,32.445,1100,529.85,161.13,13.946,1.4026,70.22
9.3847,1017.3,73.884,4.1527,33.095,1100,527.82,162.42,14.063,2.084,71.446
9.5381,1017,72.112,4.0913,32.56,1099.9,529.57,161.21,13.972,1.6561,71.302
9.5674,1017,72.718,4.1316,33.049,1100,528.02,162.47,14.071,1.2259,69.177
9.7292,1017,70.982,4.159,33.252,1100,527.04,163.25,14.14,0.86088,67.25
9.5216,1017,69.695,4.156,33.271,1099.9,527.17,163.01,14.137,0.89361,68.705
8.9198,1017,71.669,4.1045,32.891,1099.8,528.51,162.84,14.027,0.8023,68.564
8.3512,1017.2,73.628,4.0631,32.707,1100,529.02,162.55,14.019,0.98102,68.548
7.8068,1017.4,79.272,4.1659,33.631,1099.9,525.95,165.41,14.216,0.45985,64.678
7.1096,1017.4,84.127,4.156,33.826,1099.9,525.29,166.1,14.243,1.2687,66.324
6.9161,1017.4,87.078,3.4253,27.271,1088.2,540.77,145.05,12.66,2.5533,77.436
6.8831,1017.1,89.981,3.0328,23.796,1084.2,549.97,134.61,11.813,3.0265,82.218
6.6933,1017.2,88.527,3.0081,23.77,1084,549.96,134.49,11.845,2.6376,82.806
6.0114,1017.2,88.66,2.9737,23.524,1082.9,550.11,133.87,11.792,2.2751,84.333
5.0723,1017,89.883,2.9643,23.408,1082.5,550.03,133.75,11.768,2.4448,85.045
4.6177,1016.7,92.346,2.992,23.728,1083.9,549.93,135,11.836,2.7739,85.303
4.5252,1016.2,93.663,3.001,23.633,1083.2,549.97,134.33,11.795,2.9602,85.351
5.1191,1015.9,93.634,3.004,23.62,1083.2,550.07,134.03,11.749,2.8925,84.176
5.765,1015.7,91.596,2.9921,23.605,1083,550.01,133.78,11.797,2.5616,83.493
5.8436,1015.4,90.837,3.0117,23.922,1084.8,550.06,135.3,11.782,2.1642,82.527
5.6112,1015.4,90.015,3.0142,23.821,1084.2,550.15,135.05,11.74,2.2143,83.612
5.7546,1015.4,92.199,4.1876,33.934,1099.5,525.22,166.06,14.189,1.3773,69.637
7.0557,1015,91.392,4.1392,33.081,1100.1,528.18,163.71,14.085,1.2023,70.091
8.1613,1014.5,89.041,4.1225,32.668,1099.9,529.3,162.03,13.954,1.3831,72.725
9.2791,1014.1,84.17,4.107,32.442,1100,529.98,161.26,13.973,1.0124,70.938
9.8378,1013.4,83.356,4.131,32.679,1099.9,529.18,161.5,13.954,0.84171,69.139
10.024,1012.2,79.533,4.1075,32.437,1099.9,530.22,160.84,13.93,0.67348,69.425
10.2,1011.4,70.03,4.1572,32.918,1100,528.88,161.44,13.985,1.1688,71.949
10.674,1010.9,68.357,4.068,32.138,1100.1,531.57,159.63,13.843,1.5706,74.978
10.992,1010.3,66.071,4.1423,32.959,1100,529.25,161.15,14.008,1.7361,74.559
10.48,1009.6,70.244,4.043,32.131,1099.9,531.59,160.21,13.86,1.5796,74.309
9.7253,1009.4,73.376,4.1735,33.326,1099.9,527.93,162.87,14.033,1.0512,70.844
8.5949,1008.6,86.904,4.1734,33.354,1100,527.61,163.8,14.05,1.2727,68.491
7.6039,1007.7,94.969,3.1128,23.822,1083.3,550,134.2,11.83,2.1064,76.546
7.0928,1007.5,97.755,3.1031,23.815,1083.5,550.17,134.27,11.839,1.3605,73.301
6.8601,1007.1,99.474,3.0983,23.748,1083.2,549.66,134.18,11.735,1.0364,71.969
7.0301,1006.3,100.02,3.0716,23.571,1082,550.22,133.27,11.71,1.1486,73.905
7.2219,1006.3,98.255,3.0401,23.805,1083.3,550.01,134.23,11.765,1.4499,80.127
7.3002,1006.4,97.5,2.8864,22.38,1064.1,543.04,125.23,11.291,4.2329,99.468
7.4787,1006.5,97.005,2.5116,19.332,1035.7,536.55,109.36,10.361,12.616,104.57
7.5428,1007,97.634,2.4997,19.295,1035,536.2,108.99,10.398,13.27,104.26
7.4005,1007.6,97.939,2.5156,19.352,1036.5,536.91,109.65,10.436,12.786,101.72
7.3474,1008.4,97.384,2.5087,19.37,1038.7,538.27,110.1,10.474,11.958,98.297
7.3933,1009.1,97.217,2.5098,19.436,1040.1,538.75,110.59,10.511,11.816,95.35
7.2342,1010.4,97.338,3.0644,23.826,1070.8,541.8,131.1,11.717,5.3236,90.871
7.0772,1011.6,97.689,4.1307,33.002,1099.9,527.64,164.26,14.052,1.6403,69.156
7.2738,1012.1,96.627,4.1043,32.835,1100.1,528.08,163.94,14.08,0.71456,66.033
8.0305,1012.9,92.527,4.0828,32.644,1099.8,529.03,162.57,14.032,0.57339,67.233
9.0668,1013.4,86.689,4.0052,32.112,1099.9,531.28,160.76,13.815,0.48563,68.684
9.951,1013.9,79.058,4.0958,32.795,1100,529.25,161.6,13.982,0.68582,69.359
10.594,1014.1,78.119,4.0839,32.068,1100.1,531.53,160.07,13.851,0.95252,70.129
