AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
6.446,1018,87.634,5.3643,29.475,1099.9,541.31,153.93,13.194,0.61748,74.398
7.0186,1018.4,84.187,5.0931,28.243,1099.2,545.18,149.46,12.88,0.55527,80.228
7.5736,1018.7,79.077,5.8046,33.183,1100,528.15,162.31,14.031,0.3764,64.079
8.1595,1018.9,74.286,5.8021,33.181,1099.9,528.31,161.92,14.164,0.62418,64.832
8.9244,1019,71.09,5.8265,33.269,1100,528.37,161.54,14.01,0.8401,66.922
9.6768,1018.7,65.303,5.7765,32.817,1099.7,529.96,160.33,13.862,1.0695,68.681
10.703,1018.5,60.473,5.3603,30.183,1099.8,538.96,153.95,13.271,0.68201,74.497
11.538,1018.4,58.069,5.1639,28.891,1099.8,543.27,150.67,12.987,0.56033,79.099
11.65,1018.5,56.56,5.0506,28.124,1100.2,546.47,148.54,12.863,0.6567,81.848
11.048,1018.4,61.471,5.6946,32.293,1100.3,531.64,158.76,13.835,0.45688,66.005
9.8987,1018.3,63.655,4.6608,25.382,1085.2,546.25,137.28,12.146,1.1699,79.401
8.9222,1018.7,64.953,4.4781,24.193,1085.1,549.86,134.7,11.76,1.2083,81.712
7.7949,1019.3,70.342,4.5076,24.603,1087.3,549.9,136.88,11.914,1.1313,81.738
7.2231,1020,72.779,4.5961,25.437,1091.8,550.02,140.5,12.117,0.82748,81.801
6.7918,1020.6,73.961,4.3627,23.964,1083.6,549.89,134.18,11.804,1.2073,82.044
6.261,1020.7,74.267,4.381,24.069,1084.3,550.02,134.94,11.881,1.2528,83.36
6.0532,1020.9,72.741,4.3556,24.117,1084.4,549.85,135.02,11.873,1.1516,84.498
5.8301,1021.1,72.973,5.9101,34.924,1099.9,522.83,166.96,14.368,0.42838,61.869
5.5908,1021.5,75.202,4.3835,24.242,1083.4,548.82,135.49,11.921,1.4146,83.988
4.7111,1021.7,77.964,4.2917,23.699,1082.6,550.01,134,11.846,1.7088,86.208
4.0458,1021.7,80.988,5.052,28.201,1088.9,537.5,147.95,12.936,1.351,79.469
4.1452,1021.9,82.294,6.3741,37.402,1099.9,513.75,173.43,14.913,0.58314,64.019
3.8668,1022.2,82.494,4.5465,24.693,1086.6,548.1,138.98,11.994,1.2316,85.64
3.5375,1022.3,85.244,4.4548,23.792,1084.6,550.06,135.8,11.954,1.677,87.164
3.944,1022.9,87.19,5.5906,31.385,1100.1,533.69,160.71,13.682,0.52082,66.993
5.4884,1023.6,84.374,5.9231,34.283,1100,524.78,165.73,14.266,0.28159,61.314
7.3725,1024.2,72.386,5.8022,33.597,1100.3,527.53,163.18,14.132,0.43501,64.827
8.7768,1024.5,65.159,5.8625,33.599,1100,526.86,162.33,14.112,0.47179,65.13
9.7695,1024.6,61.296,5.8204,33.032,1100.2,528.74,160.7,14.008,0.51316,65.535
10.501,1024.2,58.126,5.866,33.279,1100.2,528.11,160.79,14.062,0.89179,67.111
11.088,1023.8,60.315,5.8034,32.705,1100,529.69,159.44,13.937,0.68103,50.666
11.255,1023.8,59.847,5.8301,32.947,1100.1,528.64,160.03,14.023,0.44034,63.44
11.127,1023.6,59.186,5.7851,32.663,1100.3,529.86,159.87,14.027,0.42457,64.076
10.586,1023.5,62.701,5.8217,33.157,1100.2,528.02,161.47,14.092,0.42565,63.012
9.6208,1023.8,69.426,5.7818,33.082,1099.8,527.98,162.32,14.103,0.43112,63.453
8.5556,1023.8,76.979,5.8532,33.558,1099.6,526.81,163.57,14.148,0.29498,61.953
8.0244,1023.9,76.068,5.9247,34.199,1099.8,524.71,164.51,14.23,0.39441,61.57
7.7445,1024.3,77.873,5.4468,30.937,1100.2,535.56,157.8,13.573,0.5156,67.693
7.2553,1024.3,82.125,5.5802,31.677,1100.3,532.97,159.78,13.786,0.50743,62.904
6.9787,1024.1,82.635,5.9473,34.313,1100.1,524.39,165.47,14.302,0.398,60.214
6.8985,1023.6,82.964,5.9302,34.103,1100.1,525.19,165.1,14.297,0.2076,59.831
6.8918,1023.2,82.722,5.97,34.35,1099.9,524.48,165.51,14.226,0.28347,60.068
6.9417,1022.7,82.646,4.463,24.193,1083.8,548.96,134.79,11.897,1.2269,82.43
7.0737,1022.3,80.259,4.5556,24.761,1088.6,549.98,137.56,12.041,1.0456,82.007
7.1695,1021.8,79.807,4.5282,24.602,1087.6,550,136.67,11.959,1.1199,82.113
7.1353,1021.4,80.834,4.5414,24.593,1087.3,549.92,136.67,11.925,1.1088,82.879
7.1697,1021.4,80.983,4.5414,24.625,1087.5,550.08,136.67,11.833,1.1111,82.396
7.2756,1021.2,80.118,4.4169,24.017,1083.6,549.62,133.85,11.862,1.4228,82.432
7.3547,1021.2,79.641,5.9883,34.577,1099.8,524.03,164.71,14.29,0.59986,61.679
7.6603,1021.2,79.407,5.8113,33.282,1100.3,528.26,162.64,14.106,0.45201,62.861
8.2358,1021.1,74.196,5.8269,33.431,1100.2,527.69,162.4,14.138,0.3495,64.095
8.7179,1020.9,70.647,5.8033,33.07,1100.2,528.72,161.42,13.99,1.0139,65.663
9.5046,1021,68.931,5.8371,33.333,1100,528.23,161.68,14.031,0.75927,67.093
9.8142,1021.1,68.474,5.7916,33.199,1100.1,528.84,161.74,13.967,1.0047,67.262
9.6964,1020.7,68.739,4.9324,27.698,1100,547.74,148.26,12.651,1.2738,84.703
10.179,1020.6,65.469,5.425,30.635,1097.6,536.53,153.63,13.377,0.53266,72.929
10.402,1020.8,67.302,5.8006,33.194,1099.8,529.2,161.26,13.976,0.44414,64.733
10.287,1020.9,75.819,5.8704,33.536,1100.2,527.92,162.26,14.103,0.42694,64.071
10.14,1021.3,74.555,5.7752,33.322,1100,528.77,161.99,13.941,0.39037,62.39
9.9266,1021.6,76.951,5.8345,33.375,1100.2,528.27,162.05,14.024,0.38541,62.484
9.3463,1021.9,82.566,5.9618,33.579,1100.1,527.57,162.76,14.082,0.44799,59.008
8.9833,1022.4,86.124,6.0691,33.562,1100.1,527.64,163.26,14.14,0.28819,58.217
8.8908,1022.8,88.769,6.1996,33.694,1100.2,527.02,163.47,14.18,0.28964,57.042
8.8296,1023.1,86.007,4.8214,25.209,1084.9,546.43,136.9,12.124,1.1654,75.807
8.7702,1023.3,84.779,4.9391,26.529,1097.8,549.49,144.52,12.51,0.69282,79.061
8.6452,1023.8,86.296,6.0381,33.869,1099.7,526.2,163.46,14.08,0.33305,58.48
8.6801,1024.5,86.59,4.0762,20.743,1046.3,538.12,115.03,10.862,6.4916,90.616
8.7494,1024.4,88.108,3.9952,19.935,1039.5,536.56,111.29,10.654,8.4636,92.862
8.4856,1024.5,88.043,3.9927,20.045,1038.1,535.67,111.19,10.576,8.5333,94.283
8.4358,1024.8,88.054,3.9867,20.072,1040.1,536.87,111.71,10.616,7.4415,89.692
8.4151,1025.6,87.997,4.1166,20.776,1049.3,539.99,116.04,10.928,6.0646,87.008
8.2148,1026.3,88.907,4.669,24.16,1085.3,549.86,134.44,11.82,1.487,79.363
8.1513,1026.8,89.728,5.2345,28.119,1099.4,545.16,149.62,12.914,0.70389,71.826
8.2555,1027.3,90.773,6.1728,34.058,1099.9,525.35,163.87,14.223,1.8514,54.3
8.8711,1027.9,90.028,6.0819,33.465,1100.1,526.95,162.55,14.141,0.47674,56.391
9.8002,1028.5,81.824,5.9149,33.438,1100.2,526.81,161.94,14.185,0.40471,57.514
10.425,1028.9,76.968,5.8715,33.315,1100.3,527.34,161.58,14.168,0.39591,59.023
10.435,1029.2,76.458,5.9242,33.568,1099.9,526.53,162.19,14.105,0.53704,59.103
10.449,1029.1,77.694,5.402,30.031,1100.3,537.95,154.34,13.417,0.68372,67.632
10.621,1029.3,73.842,5.8542,33.148,1100,527.99,161.27,14.073,0.56372,59.418
10.491,1029.2,74.042,5.7999,32.872,1100.2,528.34,161.23,14.03,0.53227,59.239
9.788,1029.4,76.423,5.8758,33.474,1100,526.3,162.91,14.17,0.52852,58.119
8.9717,1029.9,78.553,5.8412,33.387,1100,526.59,163.38,14.099,0.58291,56.528
8.3444,1030.3,78.811,5.864,33.679,1100,525.78,163.96,14.164,0.53832,56.8
7.4232,1030.8,79.888,5.9395,34.134,1100.1,524.25,165.67,14.304,0.29129,55.74
5.9728,1031.8,84.981,4.0206,20.12,1038.2,534.08,112.96,10.609,9.2588,108.44
6.8821,1030.6,84.669,3.9395,19.412,1057.4,549.37,112.13,10.686,4.6884,119.48
8.0409,1030.4,86.103,4.97,26.379,1077.9,537.87,136.3,12.404,2.411,96.575
8.4225,1030.8,82.062,5.708,31.987,1100.1,531.45,159.66,13.869,0.48517,61.033
8.6516,1030.5,78.481,5.9263,33.652,1100,525.69,163.53,14.207,0.57701,58.607
8.9849,1030.2,74.452,5.8733,33.262,1100.4,526.55,162.82,14.238,0.36542,58.388
9.3453,1029.9,71.51,5.914,33.476,1100.2,526.28,162.93,14.24,0.52667,58.739
9.7199,1029.7,68.494,5.9062,33.464,1100.2,526.45,162.61,14.211,0.55133,59.271
9.8347,1029.5,66.036,5.9046,33.526,1100.2,526.31,162.75,14.179,0.28788,59.693
9.4939,1029,65.693,5.8608,33.237,1099.9,527.13,162.66,14.069,0.4592,59.748
9.0388,1028.3,67.472,4.6677,25.082,1087.3,547.2,138.09,12.093,1.1575,79.632
8.4946,1027.8,68.089,4.4801,23.971,1085.7,549.89,134.77,11.833,1.2857,81.965
7.82,1027.7,70.33,4.4907,24.268,1087.2,549.97,136.24,11.922,1.268,81.503
7.1078,1027.4,74.41,4.4005,23.752,1084.5,549.95,134.54,11.796,1.3911,82.022
6.7861,1027.4,76.267,4.3844,23.815,1084.6,549.9,134.75,11.952,1.3962,81.769
6.5148,1027.1,78.146,4.4154,23.988,1085.3,549.82,135.47,11.942,1.3982,81.747
6.2776,1026.6,79.474,5.9106,34.228,1100.2,524.62,165.93,14.326,0.49417,58.7
6.1052,1025.7,78.97,5.4558,31.059,1099.2,534.22,158.67,13.582,0.34415,65.68
5.5635,1025.1,80.769,5.0641,28.19,1064.9,522.38,141.57,12.793,12.286,85.191
5.3652,1024.7,81.97,3.8893,20.17,1032.3,530.02,112.83,10.609,11.564,96.155
5.2119,1023.8,82.788,3.8584,20.112,1029.5,528.5,111.73,10.631,11.943,103.76
4.9688,1023.2,83.242,3.8892,20.256,1029.5,528.46,111.75,10.644,12.063,106.78
4.8785,1022.4,84.101,3.9148,20.26,1028.9,528.03,111.74,10.646,12.141,105.64
4.3657,1021.6,85.528,3.9574,20.263,1025.6,525.72,111.35,10.652,12.786,112.27
4.317,1021,86.186,3.9417,20.282,1027.4,527.06,111.74,10.645,12.647,105.91
5.2695,1020.4,86.02,3.9472,20.139,1032.5,531.21,111.74,10.631,10.196,98.477
6.485,1020,80.734,4.0766,21.212,1051.3,539.21,118.98,11.051,6.5858,92.288
7.0672,1018.3,77.202,4.4756,24.036,1085,549.65,134.69,11.79,1.6896,83.398
7.93,1018.3,73.667,4.5148,24.203,1085.4,549.77,134.69,11.794,1.4463,83.55
8.1108,1017.2,73.6,4.5132,24.225,1085,549.65,134.69,11.798,1.7373,90.708
8.3218,1015.9,72.955,4.5222,24.234,1085.1,550.17,134.69,11.802,1.764,98.225
8.18,1014.9,74.255,4.5272,24.243,1084.7,550,134.7,11.806,1.7882,98.584
8.0702,1013.2,76.019,4.5191,24.177,1085,550.19,134.69,11.749,1.7631,98.436
7.9232,1011.7,79.336,4.4852,23.949,1083.5,549.83,133.72,11.702,1.8554,97.902
7.8488,1010.6,79.033,4.5137,24.188,1084.6,550.2,134.7,11.792,1.8074,96.876
7.4863,1009.7,83.593,4.5471,24.17,1084.2,549.87,134.69,11.789,1.7826,96.605
7.1256,1008.6,88.318,4.6706,24.031,1083.5,549.71,134.7,11.754,1.7703,95.101
6.6922,1008.2,92.07,4.8647,24.54,1085.8,549.9,136.68,11.843,1.6274,95.388
6.3432,1008,95.214,4.9397,24.784,1087.6,549.82,137.64,11.839,1.374,91.283
5.7562,1006.9,97.391,4.9391,23.826,1082.6,549.76,134.39,11.805,1.477,79.618
4.9798,1004.8,99.56,5.2168,23.8,1082.1,549.86,134.07,11.754,1.5652,80.53
5.3343,1004.4,99.945,5.0796,23.98,1082.8,549.88,134.46,11.758,1.2196,80.535
5.3862,1003.5,98.906,6.4348,33.402,1099.6,528.54,164.02,14.031,0.38051,65.589
5.1999,1002.9,99.08,4.9206,23.798,1080.5,548.8,133.79,11.659,1.4001,79.641
4.9542,1002.5,99.839,4.339,19.807,1038.7,537.23,112.2,10.509,7.422,92.095
5.225,1001.5,100.17,4.1917,19.314,1048.7,545.59,111.72,10.428,4.828,92.568
5.4947,1000.8,99.558,4.0976,19.245,1050.3,546.99,111.72,10.404,4.5628,93.225
5.6443,1001.2,99.963,4.8966,24.204,1083.5,549.95,134.22,11.726,1.4034,81.124
5.9188,1001.4,99.669,4.9483,24.532,1085.7,550.04,135.71,11.933,0.94072,80.209
5.9949,1001.8,99.159,6.2131,33.101,1099.6,530.2,162.9,13.829,0.33992,66.888
6.1332,1002.7,99.629,6.3104,33.068,1100.1,530.14,162.99,13.88,0.42093,65.562
6.4016,1003.3,99.429,6.2143,32.944,1100.3,529.81,163.07,13.972,0.6164,86.217
6.6176,1004.1,99.395,6.2255,33.152,1100.2,529.44,163.35,14.048,0.80511,86.768
6.779,1005,99.391,6.1882,32.764,1099.8,530.17,162.65,13.813,0.82426,85.276
7.1495,1005.7,99.138,6.2186,33.081,1100.2,529.41,163.1,14.014,0.60724,85.693
7.2656,1006.2,97.952,6.0287,31.903,1099.9,532.95,160.51,13.719,0.79299,86.581
7.3435,1006.7,97.894,6.2176,33.122,1100.1,528.62,163.24,14.07,0.79587,84.317
7.5233,1007.5,96.977,6.129,32.749,1100.2,530.27,162.51,13.919,0.60298,77.418
7.5102,1008.3,96.488,6.1904,33.049,1100.2,529.08,163.21,14.006,0.47296,64.768
7.5081,1009.3,96.173,6.1498,32.717,1100,530.07,162.61,13.9,0.52796,80.914
7.0953,1010.2,96.385,6.2656,33.107,1100.2,528.68,163.77,14.042,0.67546,83.037
6.7563,1010.7,96.904,6.3701,33.365,1100,527.81,164.22,14.122,0.68211,83.198
6.8548,1011.2,97.667,6.3214,33.079,1099.9,528.55,163.75,14.042,0.33817,66.075
7.0374,1011.4,96.24,6.2505,33.119,1099.7,528.5,163.56,13.954,0.24892,63.807
7.105,1011.5,95.176,5.7622,30.293,1099.9,537.77,157.04,13.377,0.4126,69.25
7.2746,1011.9,93.63,5.7159,30.363,1100,537.88,156.85,13.378,0.49424,67.913
7.5522,1012.4,92.646,5.8059,31.043,1099.8,536.01,157.97,13.472,0.51278,67.153
7.5611,1012.7,92.565,4.4092,22.029,1063.3,544.17,123.74,11.177,4.0396,87.682
7.7575,1012.7,90.635,4.0151,19.672,1048,543.36,112.9,10.509,4.6328,82.264
7.7184,1012.5,87.202,3.9158,19.645,1043.9,540.89,111.71,10.497,5.7593,87.765
7.4574,1012.7,86.209,3.8947,19.642,1042.4,539.8,111.72,10.485,6.0375,88.415
7.355,1013,85.34,3.887,19.651,1041.8,539.3,111.72,10.472,6.2696,88.663
7.0337,1013.4,84.374,3.8794,19.695,1037.8,536.7,111.15,10.511,7.5676,96.248
7.3533,1014,87.76,4.5192,23.849,1058.1,534.93,126.92,11.647,4.7053,85.828
8.0443,1014.1,84.172,5.7818,32.559,1100.3,530.31,161.36,13.861,0.25766,62.471
8.759,1013.9,84.323,5.8348,32.934,1100.1,529.1,161.84,13.966,0.4588,62.565
8.9862,1013.9,85.789,5.8616,32.777,1100.3,529.68,161.54,13.948,0.42165,61.732
9.3424,1014.3,80.919,5.8265,32.982,1100,529.29,161.64,13.97,0.60864,62.992
9.9163,1014.4,69.881,5.7507,32.585,1099.7,530.27,160.43,13.916,0.22262,66.031
10.11,1014.3,65.69,5.7397,32.454,1100.2,530.6,160.23,13.986,0.49435,67.163
9.9517,1014.2,69.061,5.7892,32.936,1099.9,529.35,161.26,13.881,0.46854,66.695
9.4628,1014.2,75.067,5.6183,31.841,1100.2,533.04,159.3,13.769,0.60314,67.073
9.2354,1014.1,74.979,5.8114,33.126,1100.1,528.42,162.14,14.022,0.5013,65.466
8.8681,1014.5,75.803,5.7664,32.848,1100.3,529.55,162.07,14.078,0.47775,64.629
8.3642,1014.7,78.831,5.8125,33.175,1099.9,527.97,163.05,13.993,0.39819,61.869
7.9429,1015.1,81.107,5.7908,32.983,1099.9,528.81,162.66,13.992,0.27957,61.262
7.5183,1015.2,82.946,5.8091,32.994,1100,528.73,163.15,13.996,0.29133,62.057
6.6875,1014.9,86.459,5.9571,33.175,1100,528.16,164.38,14.039,0.46641,63.503
6.2502,1014.8,89.845,5.8142,31.784,1100,532.87,161.14,13.692,0.21405,63.716
6.3809,1014.6,90.564,5.7581,31.578,1099.7,533.56,160.64,13.616,0.2129,63.968
6.7443,1014.5,89.733,4.8697,25.883,1093.7,549.21,143.18,12.3,0.63501,78.872
7.1312,1014.5,88.691,4.6387,24.251,1085.2,550.07,135.57,11.891,1.1793,79.591
7.4427,1014.2,87.759,4.6034,24.246,1065.4,537.97,130.51,11.791,4.0327,82.133
7.65,1013.8,89.135,3.9758,19.764,1044.9,540.73,112.79,10.607,5.7234,84.055
7.7547,1013.6,89.279,3.9773,19.793,1040.1,537.68,111.72,10.651,6.7094,84.816
7.7127,1013.9,88.647,5.4237,29.411,1089.2,534.7,151.03,13.103,1.6946,71.123
7.5791,1014.2,88.408,4.7402,24.984,1067.1,536.46,133.11,11.954,4.5545,82.127
8.7578,1015.3,83.78,5.877,32.963,1099.7,528.75,162.19,14.005,0.24283,62.164
9.7396,1015.6,79.422,5.7651,32.646,1099.5,530.76,160.83,13.987,0.3077,62.365
10.51,1015.7,73.871,5.7911,32.805,1099.8,529.71,160.58,13.971,0.74253,65.186
11.358,1015.9,66.191,5.735,32.337,1100.1,531.56,159.21,13.82,0.54477,64.975
12.382,1015.7,60.515,5.7628,32.501,1100,530.82,158.68,13.881,0.63168,66.3
13.261,1015.6,59.101,5.7208,32.136,1100,532.41,157.65,13.765,0.7996,59.773
12.176,1015.9,70.094,5.8525,32.915,1100.1,530,160.46,13.935,0.71092,70.877
10.91,1016,77.892,5.8139,32.636,1100.2,530.94,160.39,13.948,0.87211,71.569
10.173,1016.4,82.003,5.8741,33.116,1100.3,529.05,161.49,14.038,0.96992,71.347
9.5559,1016.9,87.251,5.9087,32.962,1100,529.72,161.6,13.936,1.0063,69.223
9.2141,1017.1,89.367,5.9755,32.931,1100,529.76,161.27,13.921,1.1272,71.174
8.8031,1017.4,87.561,5.9719,33.018,1100.2,529.57,162.31,14.062,0.91928,70.172
8.0673,1017.6,91.694,6.0793,33.332,1100,527.84,163.16,14.091,0.90849,71.903
8.4188,1017.5,92.681,6.08,33.252,1099.7,528.56,162.43,14.008,0.76357,78.989
8.8239,1017.5,92.101,6.0897,33.203,1100,528.03,162.28,14.121,0.75023,78.545
9.1092,1017.6,88.03,4.8136,25.267,1090.2,548.73,139.12,12.179,1.3189,93.268
9.4314,1017.8,85.994,4.6078,24.228,1085.6,549.85,134.49,11.972,1.7353,93.1
10.003,1017.5,81.442,5.1518,28.513,1100.2,544.75,150.08,12.989,1.042,94.616
9.6899,1017.3,85.541,5.2827,28.908,1099.8,543.43,151.22,12.927,0.78307,92.235
9.4025,1017.1,86.079,4.8385,25.655,1092.3,549.63,140.07,12.205,1.1987,94.816
9.3669,1016.8,89.076,5.3779,28.813,1099.7,543.17,151.07,12.897,0.90231,90.373
9.0844,1016.8,91.848,5.3954,28.405,1100.2,544.93,150.2,12.88,0.54212,92.185
8.8795,1017.1,93.309,5.8538,31.309,1100.1,535.15,157.46,13.545,0.56824,81.42
8.9166,1017.7,94.937,6.2532,33.701,1099.9,527.26,162.69,14.081,0.58865,78.189
9.3549,1018.1,96.435,6.2277,32.96,1100.2,529.68,161.27,13.979,0.39838,67.967
10.714,1018.3,93.056,6.0292,32.8,1100.2,530.18,159.8,13.945,0.23655,61.832
11.193,1018.7,87.103,5.8999,32.371,1099.8,531.17,159.6,13.856,0.39002,63.879
10.233,1019.2,86.819,5.9729,32.859,1099.9,528.76,161.4,13.994,0.4898,60.705
8.8748,1019.5,87.809,5.939,32.734,1099.9,529.45,161.92,13.892,0.48267,59.56
7.6626,1019.6,88.727,6.0102,33.284,1100.2,527.31,163.76,14.099,0.24482,59.109
7.0193,1019.9,89.311,5.705,31.365,1100,533.91,159.52,13.644,0.42963,66.025
6.6451,1020.5,91.738,6.0815,33.576,1099.9,526.7,164.8,14.148,0.3392,59.843
5.9363,1021,96.036,6.2456,33.801,1100.1,526.1,165.37,14.262,0.29936,58.819
5.8975,1021,95.467,6.2332,34.038,1100,525.46,165.56,14.214,0.43841,60.479
6.2154,1022,94.632,6.305,34.558,1099.9,523.74,166.62,14.35,0.39519,57.719
6.1006,1022.5,93.34,6.2368,34.111,1100.1,525.03,166.12,14.268,0.37918,59.061
5.7867,1023.1,93.426,6.1809,33.334,1100,527.59,164.8,14.091,0.65666,59.954
5.2769,1023.3,93.644,4.9077,25.121,1090.4,549.25,140.48,12.141,1.0999,79.623
4.9111,1023.5,93.813,4.6932,23.629,1083,549.85,134.42,11.796,1.7627,82.814
4.5365,1024,93.752,4.7059,23.772,1084.3,549.8,134.59,11.866,1.581,83.395
4.5224,1024.5,92.625,4.6401,23.856,1084.9,549.84,134.31,11.874,1.3811,83.66
4.5285,1024.8,93.368,4.6239,23.694,1084.3,549.98,133.68,11.758,1.2899,83.461
5.3809,1024.7,87.908,4.496,23.68,1084.4,549.86,133.67,11.665,1.2126,83.485
5.2986,1024.7,86.757,3.9971,20.501,1048.6,539.4,116.03,10.845,6.9247,109.92
4.5053,1026.3,89.163,4.2773,22.168,1069.5,546.24,126.16,11.387,3.3454,98.348
5.5349,1027,87.935,4.4832,23.832,1084.2,550.03,134.4,11.834,0.89415,83.045
6.9742,1027.5,78.744,5.8899,33.875,1100,525.37,164.41,14.245,0.45565,62.607
8.1487,1027.7,64.719,5.8181,33.252,1100,526.74,163.13,14.234,1.1872,66.417
9.2559,1027.9,53.603,5.864,33.379,1099.9,526.31,162.55,14.185,1.637,70.847
10.258,1027.9,45.467,5.7927,33.016,1099.8,528.25,161.05,14.126,1.0203,67.18
11.124,1027.6,39.991,5.8368,33.187,1100,527.58,161.01,14.074,0.5103,64.538
11.723,1027.5,43.737,5.7774,32.646,1100.2,529.65,159.74,13.974,0.37911,64.717
11.245,1027.2,50.479,5.9554,33.25,1100.1,527.2,161.6,14.132,0.48621,63.071
11.061,1027.2,50.339,5.8917,32.925,1100.1,528.1,161.04,14.134,0.55218,64.453
10.703,1027.2,52.078,5.0415,27.33,1091.6,542.38,144.26,12.595,0.98961,77.405
10.019,1027.3,57.362,4.6998,25.189,1092.2,550.13,139.59,12.154,1.0123,82.443
9.316,1027.5,59.608,4.6887,25.451,1093.3,549.97,140.77,12.231,1.0568,83.213
7.7928,1027.5,65.19,4.7354,25.883,1095.8,549.96,142.95,12.372,1.1195,82.356
6.9397,1027.7,68.943,4.4231,23.777,1083.6,549.54,133.87,11.876,1.496,83.315
5.8946,1027.8,74.088,4.4051,23.658,1083.5,550.02,133.78,11.83,1.5543,83.252
5.7588,1027.8,72.639,4.3732,23.792,1084,550.11,134.04,11.884,1.6161,83.407
5.4678,1027.6,75.382,4.3086,23.661,1083,549.86,133.86,11.808,1.5833,86.402
4.7724,1027.7,79.418,4.3613,23.603,1082.6,550.13,133.72,11.777,1.7518,86.324
4.492,1027.5,80.911,4.1331,21.686,1058.5,541.79,121.5,11.185,5.0462,119.39
7.4977,1027.9,82.097,4.3695,22.251,1073.9,549.6,124.59,11.344,2.3415,94.963
9.7135,1028.1,71.001,6.0289,33.834,1098,525.15,160.37,14.12,0.56033,65.928
10.633,1028.1,68.742,5.9823,33.586,1100.1,526.72,161.34,14.147,1.011,67.292
11.579,1028,66.23,5.9357,32.841,1100.2,529.08,159.59,14.045,1.6268,71.999
12.25,1027.7,66.589,5.9535,32.942,1099.9,529.14,159.61,14.027,1.3451,68.285
12.954,1027,65.234,5.8905,32.497,1099.8,530.31,158.29,14.008,0.1665,64.55
13.688,1026.4,63.08,4.5453,23.754,1065.7,540.39,125.43,11.583,1.9335,72.91
13.819,1025.9,61.958,3.9182,19.719,1053.2,547.22,111.73,10.547,2.8662,75.81
13.871,1025.4,66.67,3.9089,19.661,1055.3,548.75,111.76,10.601,3.1218,77.226
13.517,1025.4,70.225,3.8971,19.708,1054.2,547.88,111.76,10.655,3.3485,75.816
12.66,1025.5,75.829,5.8217,32.477,1096.6,529.19,156.84,13.796,0.74718,64.206
11.843,1025.5,81.917,6.0914,33.749,1100.1,526.89,161.56,14.113,0.48914,62.782
11.244,1025.7,85.536,6.1394,33.416,1099.9,527.81,161.56,14.039,0.42894,62.164
9.7124,1025.8,83.052,4.7151,24.06,1083.9,549.34,133.78,11.887,1.387,81.863
8.0714,1025.7,86.9,6.3057,34.132,1099.9,525.22,164.82,14.263,0.59944,62.28
7.047,1025.6,89.355,6.3574,34.073,1099.7,525.69,165.43,14.193,0.488,60.427
6.4857,1025.5,90.32,4.7856,23.745,1082.8,549.72,133.63,11.818,1.3717,82.449
5.8712,1025.5,91.694,4.7875,23.444,1081.3,549.91,132.4,11.689,1.6433,82.585
6.2453,1025.2,94.37,4.459,21.042,1045.7,535.82,116.7,10.968,7.1507,103.46
6.8875,1025,95.145,4.2932,20.042,1036.5,533.97,111.66,10.748,8.3786,95.046
6.7141,1024.9,91.687,4.3972,20.881,1045.3,536.64,116.34,10.967,7.6912,97.236
5.7417,1025,90.248,4.5328,22.005,1071.5,549.37,123.7,11.162,2.7837,103.77
5.4011,1025.1,90.254,4.0852,19.6,1057.9,549.79,112.71,10.578,4.1173,117.36
5.938,1025.5,91.866,4.2657,20.751,1064.7,549.99,117.55,10.981,3.2447,101.87
7.6193,1025.9,94.677,4.793,24.336,1085.7,549.74,134.13,11.924,1.1413,79.147
10.428,1026.1,91.95,4.7563,24.816,1088.3,549.83,135.09,12.022,0.97364,79.353
12.455,1026.2,82.517,4.7143,24.897,1088.6,550.08,134.68,12.058,1.5984,81.193
13.873,1026.1,73.602,4.7538,24.966,1089.1,549.93,134.7,12.025,2.7093,85.23
14.836,1025.9,67.36,4.782,24.99,1089.3,549.77,134.71,12.044,2.8702,82.015
15.85,1025.4,63.066,4.8114,25.108,1089.9,550.16,134.69,12.161,0.85762,76.255
16.792,1024.7,63.912,4.1502,21.099,1065.3,549.98,116.64,10.901,1.6846,73.62
17.139,1024.2,63.235,3.9614,19.996,1058.4,549.98,111.75,10.588,2.0555,72.816
17.035,1023.9,65.04,3.9574,20.007,1058.2,549.94,111.74,10.584,2.58,73.673
16.797,1023.8,69.389,3.9441,19.93,1058.2,550.11,111.74,10.541,2.5826,73.362
15.358,1023.8,74.243,4.2237,22.032,1070.9,550.1,121.85,11.116,2.4145,76.3
13.239,1024,82.732,4.7058,24.572,1087.1,549.83,134.32,11.94,1.2829,75.007
12.135,1024.2,87.819,4.7694,24.696,1087.3,550.09,134.68,12.048,1.3108,73.967
11.74,1024.4,90.274,4.7816,24.702,1087.7,549.81,134.68,12.008,1.167,73.953
11.5,1024.3,91.981,4.8375,24.531,1087,550.16,134.29,11.967,1.3762,74.207
11.245,1024.2,92.761,4.831,24.416,1086.7,550.07,134.22,11.935,0.91628,74.222
10.592,1024.1,89.112,4.4569,22.362,1067.1,545.44,123.85,11.294,2.9293,82.959
9.2208,1024.1,89.19,4.176,20.048,1038.8,536.02,111.18,10.612,7.7613,97.081
8.9181,1023.8,92.307,4.2217,19.863,1036.7,535.28,110.1,10.588,7.9942,100.55
8.3057,1023.7,92.727,4.278,20.041,1036,534.4,110.66,10.601,9.0291,99.87
